to_id,from_id,min_today,min_future,saved,from_name,to_name,from_geo,to_geo
crosstownerstation-cicero,crosstownerstation-western-logan,72,44,28,Western/Logan,Cicero,north side of Chicago,north suburban
crosstownerstation-cicero,crosstownerstation-western-springs,60,38,22,Western Springs,Cicero,west suburban,north suburban
crosstownerstation-cicero,crosstownerstation-westmont,68,50,18,Westmont,Cicero,west suburban,north suburban
crosstownerstation-cicero,crosstownerstation-wilmette,92,76,16,Wilmette,Cicero,north suburban,north suburban
crosstownerstation-cicero,crosstownerstation-winnetka,93,82,11,Winnetka,Cicero,north suburban,north suburban
crosstownerstation-cicero,metra-103rd-bev,87,75,12,103rd (Beverly Hills),Cicero,south side of Chicago,north suburban
crosstownerstation-cicero,metra-107th-bev,89,78,11,107th (Beverly Hills),Cicero,south side of Chicago,north suburban
crosstownerstation-cicero,metra-111th-bev,89,79,10,111th (Morgan Park),Cicero,south side of Chicago,north suburban
crosstownerstation-cicero,metra-115th-bev,90,81,9,115th (Morgan Park),Cicero,south side of Chicago,north suburban
crosstownerstation-cicero,metra-147th-up,123,72,51,147th (Sibley Blvd),Cicero,south suburban,north suburban
crosstownerstation-cicero,metra-91st-bev,82,69,13,91st (Beverly Hills),Cicero,south side of Chicago,north suburban
crosstownerstation-cicero,metra-95th-bev,83,71,12,95th (Beverly Hills),Cicero,south side of Chicago,north suburban
crosstownerstation-cicero,metra-99th-bev,86,73,13,99th (Beverly Hills),Cicero,south side of Chicago,north suburban
crosstownerstation-cicero,metra-ashland,118,90,28,Ashland,Cicero,south suburban,north suburban
crosstownerstation-cicero,metra-brynmawr,83,65,18,Bryn Mawr,Cicero,south side of Chicago,north suburban
crosstownerstation-cicero,metra-cumberland,92,68,24,Cumberland,Cicero,north suburban,north suburban
crosstownerstation-cicero,metra-fairviewdg,68,52,16,Fairview Ave,Cicero,west suburban,north suburban
crosstownerstation-cicero,metra-ivanhoe,122,70,52,Ivanhoe,Cicero,south suburban,north suburban
crosstownerstation-cicero,metra-kensingtn,97,63,34,Kensington,Cicero,south side of Chicago,north suburban
crosstownerstation-cicero,metra-mainst,87,70,17,Main St (Evanston),Cicero,north suburban,north suburban
crosstownerstation-cicero,metra-racine,118,91,27,Racine,Cicero,south side of Chicago,north suburban
crosstownerstation-cicero,metra-raviniapk,122,92,30,Ravinia Park,Cicero,north suburban,north suburban
crosstownerstation-cicero,metra-riverdale,105,68,37,Riverdale,Cicero,south suburban,north suburban
crosstownerstation-cicero,metra-windsorpk,91,69,22,Windsor Park,Cicero,south side of Chicago,north suburban
crosstownerstation-cicero-kinzie,crosstownerstation-103rd-rosemoor,87,72,15,103rd (Rosemoor),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-107th-street-63,87,75,12,107th,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-111th-pullman,88,76,12,111th (Pullman),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-119th-rlx,100,87,13,119th (RLX),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-119th-street,89,64,25,119th,Cicero/Lake,south suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-123rd-street,91,66,25,123rd,Cicero/Lake,south suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-130th-indiana,97,88,9,130th/Indiana,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-18th-soldier-field,57,38,19,18th (Soldier Field),Cicero/Lake,downtown Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-27th-street,62,44,18,27th,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-35th-street-lou-jones,47,37,10,"35th (""""Lou"""" Jones)",Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-47th-kenwood,57,48,9,47th (Kenwood),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-51st-53rd-hyde-park,59,49,10,51st/53rd,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-55th-56th-57th,61,51,10,55th-56th-57th,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-59th-perry,63,40,23,59th/Perry,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-59th-university-of-chicago,62,53,9,59th (University of Chicago),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-63rd-street,70,55,15,63rd,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-67th,73,57,16,67th,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-75th-grand-crossing,78,63,15,75th (Grand Crossing),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-79th-auburn-park,77,43,34,79th (Auburn Park),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-79th-chatham,78,64,14,79th (Chatham),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-79th-cheltenham,81,67,14,79th (Cheltenham),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-83rd-avalon-park,88,66,22,83rd (Avalon Park),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-83rd-street,86,69,17,83rd,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-87th-street,87,71,16,87th,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-87th-woodruff,80,63,17,87th (Woodruff),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-91st-street-60,86,69,17,91st (Chesterfield),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-93rd-south-chicago,88,74,14,93rd/South Chicago,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-95th-chicago-state-university,81,71,10,95th-Chicago State,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-addison-lincoln,60,43,17,Addison/Lincoln,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-arlington-heights,90,76,14,Arlington Heights,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-arlington-park,94,79,15,Arlington Park,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-ashland-ogden,30,22,8,Ashland-Ogden,Cicero/Lake,west side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-bellwood,60,29,31,Bellwood,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-belmont-kedzie,49,47,2,Belmont/Kedzie,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-berkeley,86,32,54,Berkeley,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-berwyn-harlem-ave,49,47,2,Berwyn - Harlem Ave,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-berwyn-oak-park-ave,48,48,0,Berwyn - Oak Park Ave,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-blue-island,94,70,24,Blue Island,Cicero/Lake,south suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-braeside,89,82,7,Braeside,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-brainerd,71,48,23,Brainerd,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-burr-oak,107,82,25,Burr Oak,Cicero/Lake,south suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-central-ave-hanson-park,32,30,2,Central Ave (Hanson Park),Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-chicago-halsted-bally-s,44,34,10,Chicago/Halsted (Bally's),Cicero/Lake,downtown Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-cicero,28,28,0,Cicero,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-clarendon-hills,90,72,18,Clarendon Hills,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-clybourn,42,36,6,Clybourn,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-congress-park,62,54,8,Congress Park,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-dee-road,77,64,13,Dee Road,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-des-plaines,76,67,9,Des Plaines,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-des-plaines-river-rd,73,49,24,Des Plaines River Rd,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-division-elston,43,35,8,Division/Elston,Cicero/Lake,downtown Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-downers-grove-main-street,84,66,18,Downers Grove - Main St,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-edison-park,73,60,13,Edison Park,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-elmhurst,52,35,17,Elmhurst,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-elmwood-park-conti-circle,64,44,20,Elmwood Park - Conti Cir,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-evanston-central-st,75,57,18,Central/Green Bay (Evanston),Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-evanston-davis-st,70,55,15,Davis St (Evanston),Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-franklin-park-belmont-ave,76,45,31,Franklin Park - Belmont Ave,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-gladstone-park,69,56,13,Gladstone Park,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-glencoe,83,79,4,Glencoe,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-grand-cicero,18,18,0,Grand/Cicero,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-grand-harlem,45,39,6,Grand/Harlem,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-gresham,68,46,22,Gresham,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-halsted-18th,49,41,8,Halsted/16th,Cicero/Lake,downtown Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-harvey,103,90,13,Harvey,Cicero/Lake,south suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-highland-park,85,85,0,Highland Park,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-highlands,84,65,19,Highlands,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-hinsdale,87,68,19,Hinsdale,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-hollywood,58,58,0,Hollywood,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-howard-clark,71,51,20,Howard/Clark,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-hubbard-woods,86,77,9,Hubbard Woods,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-humboldt-park,30,29,1,Humboldt Park,Cicero/Lake,west side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-indian-hill,84,64,20,Indian Hill,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-irving-park,50,47,3,Irving Park/Keeler,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-jefferson-park,55,52,3,Jefferson Park,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-kenilworth,82,61,21,Kenilworth,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-lagrange-road,70,57,13,LaGrange Road,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-lagrange-stone-ave,73,59,14,LaGrange - Stone Ave,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-lawrence-ruby,83,55,28,Lawrence/Ruby,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-maywood,48,24,24,Maywood,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-mccormick-place,51,41,10,McCormick Place,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-melrose-park,52,26,26,Melrose Park,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-montrose-mayfair,42,42,0,Montrose (Mayfair),Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-mount-prospect,81,72,9,Mount Prospect,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-narragansett-ave-galewood,40,33,7,Narragansett Ave (Galewood),Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-north-ridgeway,37,34,3,North/Ridgeway,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-norwood-park,71,58,13,Norwood Park,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-o-hare-transfer,93,61,32,O'Hare Transfer,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-oak-park-ave-mars,42,35,7,Oak Park Ave (Mars),Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-oakwood-blvd,61,45,16,Oakwood Blvd,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-palatine,96,90,6,Palatine,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-park-ridge,74,62,12,Park Ridge,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-peterson-ridge,62,47,15,Peterson/Ridge,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-prairie-street,93,68,25,Prairie St,Cicero/Lake,south suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-randolph-clinton,27,26,1,Randolph/Clinton (Ogilvie),Cicero/Lake,downtown Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-ravenswood,60,45,15,Ravenswood,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-ravinia,91,85,6,Ravinia,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-river-forest,45,22,23,River Forest,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-river-grove,51,42,9,River Grove,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-riverside,55,55,0,Riverside,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-rogers-park,67,49,18,Rogers Park,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-roosevelt,36,34,2,Roosevelt,Cicero/Lake,downtown Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-rosemont-balmoral-ave,79,57,22,Rosemont - Balmoral Ave,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-schiller-park-irving-park-rd,78,47,31,Schiller Park - Irving Park Rd,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-south-shore,73,63,10,South Shore,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-state-street,98,86,12,State St,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-stewart-ridge,104,86,18,Stewart Ridge,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-stony-island,71,59,12,Stony Island,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-taylor-clinton,44,34,10,Taylor/Clinton,Cicero/Lake,downtown Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-union-station,41,27,14,Union Station,Cicero/Lake,downtown Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-west-hinsdale,89,70,19,West Hinsdale,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-west-pullman,98,86,12,West Pullman,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-western-18th,40,37,3,Western/18th,Cicero/Lake,west side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-western-kinzie,40,39,1,Western/Hubbard,Cicero/Lake,west side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-western-logan,51,46,5,Western/Logan,Cicero/Lake,north side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-western-springs,80,62,18,Western Springs,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-westmont,92,75,17,Westmont,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-wilmette,77,59,18,Wilmette,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,crosstownerstation-winnetka,79,68,11,Winnetka,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,metra-103rd-bev,80,56,24,103rd (Beverly Hills),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,metra-107th-bev,84,59,25,107th (Beverly Hills),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,metra-111th-bev,85,60,25,111th (Morgan Park),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,metra-115th-bev,87,62,25,115th (Morgan Park),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,metra-147th-up,102,83,19,147th (Sibley Blvd),Cicero/Lake,south suburban,west side of Chicago
crosstownerstation-cicero-kinzie,metra-91st-bev,73,50,23,91st (Beverly Hills),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,metra-95th-bev,76,52,24,95th (Beverly Hills),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,metra-99th-bev,78,54,24,99th (Beverly Hills),Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,metra-ashland,109,90,19,Ashland,Cicero/Lake,south suburban,west side of Chicago
crosstownerstation-cicero-kinzie,metra-brynmawr,65,60,5,Bryn Mawr,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,metra-cumberland,77,70,7,Cumberland,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,metra-fairviewdg,88,72,16,Fairview Ave,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,metra-ivanhoe,100,81,19,Ivanhoe,Cicero/Lake,south suburban,west side of Chicago
crosstownerstation-cicero-kinzie,metra-kensingtn,80,71,9,Kensington,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,metra-lavergne,47,47,0,LaVergne,Cicero/Lake,west suburban,west side of Chicago
crosstownerstation-cicero-kinzie,metra-mainst,70,53,17,Main St (Evanston),Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,metra-racine,111,87,24,Racine,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-cicero-kinzie,metra-raviniapk,100,90,10,Ravinia Park,Cicero/Lake,north suburban,west side of Chicago
crosstownerstation-cicero-kinzie,metra-riverdale,88,78,10,Riverdale,Cicero/Lake,south suburban,west side of Chicago
crosstownerstation-cicero-kinzie,metra-windsorpk,79,65,14,Windsor Park,Cicero/Lake,south side of Chicago,west side of Chicago
crosstownerstation-clarendon-hills,crosstownerstation-103rd-rosemoor,124,100,24,103rd (Rosemoor),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-107th-street-63,125,101,24,107th,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-111th-pullman,129,102,27,111th (Pullman),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-119th-rlx,,107,,119th (RLX),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-119th-street,120,114,6,119th,Clarendon Hills,south suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-123rd-street,120,115,5,123rd,Clarendon Hills,south suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-130th-indiana,,108,,130th/Indiana,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-18th-soldier-field,120,68,52,18th (Soldier Field),Clarendon Hills,downtown Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-27th-street,120,73,47,27th,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-35th-street-lou-jones,113,78,35,"35th (""""Lou"""" Jones)",Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-47th-kenwood,120,76,44,47th (Kenwood),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-51st-53rd-hyde-park,119,77,42,51st/53rd,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-55th-56th-57th,120,79,41,55th-56th-57th,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-59th-perry,120,90,30,59th/Perry,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-59th-university-of-chicago,120,81,39,59th (University of Chicago),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-63rd-street,120,83,37,63rd,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-67th,120,85,35,67th,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-75th-grand-crossing,120,88,32,75th (Grand Crossing),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-79th-auburn-park,120,93,27,79th (Auburn Park),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-79th-chatham,120,91,29,79th (Chatham),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-79th-cheltenham,120,102,18,79th (Cheltenham),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-83rd-avalon-park,120,91,29,83rd (Avalon Park),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-83rd-street,122,104,18,83rd,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-87th-street,128,106,22,87th,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-87th-woodruff,120,93,27,87th (Woodruff),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-91st-street-60,121,95,26,91st (Chesterfield),Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-93rd-south-chicago,129,109,20,93rd/South Chicago,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-95th-chicago-state-university,130,97,33,95th-Chicago State,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-addison-lincoln,120,91,29,Addison/Lincoln,Clarendon Hills,north side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-arlington-heights,132,106,26,Arlington Heights,Clarendon Hills,north suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-arlington-park,135,109,26,Arlington Park,Clarendon Hills,north suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-ashland-ogden,75,65,10,Ashland-Ogden,Clarendon Hills,west side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-bellwood,61,61,0,Bellwood,Clarendon Hills,west suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-belmont-kedzie,120,77,43,Belmont/Kedzie,Clarendon Hills,north side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-berkeley,116,109,7,Berkeley,Clarendon Hills,west suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-berwyn-harlem-ave,60,38,22,Berwyn - Harlem Ave,Clarendon Hills,west suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-berwyn-oak-park-ave,60,40,20,Berwyn - Oak Park Ave,Clarendon Hills,west suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-blue-island,120,115,5,Blue Island,Clarendon Hills,south suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-braeside,174,122,52,Braeside,Clarendon Hills,north suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-brainerd,120,98,22,Brainerd,Clarendon Hills,south side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-burr-oak,130,119,11,Burr Oak,Clarendon Hills,south suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-central-ave-hanson-park,120,77,43,Central Ave (Hanson Park),Clarendon Hills,north side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-chicago-halsted-bally-s,112,69,43,Chicago/Halsted (Bally's),Clarendon Hills,downtown Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-cicero,60,47,13,Cicero,Clarendon Hills,north suburban,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-cicero-kinzie,109,74,35,Cicero/Lake,Clarendon Hills,west side of Chicago,west suburban
crosstownerstation-clarendon-hills,crosstownerstation-clybourn,116,73,43,Clybourn,Clarendon Hills,north side of Chicago,west suburban
