GEOID,w,today,scenario,status,saved,redpct
170438426031,7,,,no_transit_either,,
170438426032,11,,,no_transit_either,,
170438426041,6,,,no_transit_either,,
170438426042,3,,,no_transit_either,,
170438426043,5,,,no_transit_either,,
170438426044,1,,,no_transit_either,,
170438426051,4,,,no_transit_either,,
170438426052,3,,,no_transit_either,,
170438426053,4,,,no_transit_either,,
170438427021,4,,,no_transit_either,,
170438427022,6,,,no_transit_either,,
170438427023,3,,,no_transit_either,,
170438427031,7,,,no_transit_either,,
170438427032,6,,,no_transit_either,,
170438427033,11,,,no_transit_either,,
170438427041,7,,,no_transit_either,,
170438427042,9,,,no_transit_either,,
170438427043,7,,,no_transit_either,,
170438427044,5,,,no_transit_either,,
170438427061,8,,,no_transit_either,,
170438427062,7,,,no_transit_either,,
170438427063,9,,,no_transit_either,,
170438427081,7,,,no_transit_either,,
170438427082,4,,,no_transit_either,,
170438427091,11,,,no_transit_either,,
170438427092,8,,,no_transit_either,,
170438427093,5,,,no_transit_either,,
170438427101,16,,,no_transit_either,,
170438427102,10,,,no_transit_either,,
170438427103,12,,,no_transit_either,,
170438427111,9,,,no_transit_either,,
170438427112,3,,,no_transit_either,,
170438428001,18,78,78,both,0,0
170438428002,12,,,no_transit_either,,
170438428003,7,88,88,both,0,0
170438428004,11,84,84,both,0,0
170438429001,11,78,78,both,0,0
170438429002,9,81,80,both,1,1.23456790123457
170438429003,7,82,81,both,1,1.21951219512195
170438430001,5,,,no_transit_either,,
170438430002,9,,,no_transit_either,,
170438430003,6,,,no_transit_either,,
170438431001,8,,88,newly_enabled,,
170438431002,10,,,no_transit_either,,
170438431003,9,,,no_transit_either,,
170438432001,4,,,no_transit_either,,
170438432002,5,,,no_transit_either,,
170438432003,9,,,no_transit_either,,
170438432004,3,,,no_transit_either,,
170438433011,7,,,no_transit_either,,
170438433012,8,,,no_transit_either,,
170438433013,4,,,no_transit_either,,
170438433021,7,,,no_transit_either,,
170438433022,9,,,no_transit_either,,
170438434001,7,,,no_transit_either,,
170438434002,5,,,no_transit_either,,
170438434003,13,,,no_transit_either,,
170438435001,8,,,no_transit_either,,
170438435002,12,,,no_transit_either,,
170438435003,6,,,no_transit_either,,
170438435004,8,,,no_transit_either,,
170438436011,14,,,no_transit_either,,
170438436012,11,,,no_transit_either,,
170438436013,11,,,no_transit_either,,
170438436021,6,,,no_transit_either,,
170438436022,11,,,no_transit_either,,
170438437001,13,,,no_transit_either,,
170438437002,17,,,no_transit_either,,
170438437003,10,,,no_transit_either,,
170438438001,6,,,no_transit_either,,
170438438002,5,,,no_transit_either,,
170438439001,12,88,88,both,0,0
170438439002,12,,,no_transit_either,,
170438439003,8,,,no_transit_either,,
170438440011,14,,,no_transit_either,,
170438440012,12,,,no_transit_either,,
170438440021,3,89,89,both,0,0
170438440022,7,,,no_transit_either,,
170438440023,5,84,84,both,0,0
170438441001,7,,,no_transit_either,,
170438441002,12,,,no_transit_either,,
170438441003,13,,,no_transit_either,,
170438442011,3,,,no_transit_either,,
170438442012,7,,,no_transit_either,,
170438442013,6,,,no_transit_either,,
170438442014,5,,,no_transit_either,,
170438442021,9,,,no_transit_either,,
170438442022,4,,,no_transit_either,,
170438443041,12,,,no_transit_either,,
170438443042,3,,,no_transit_either,,
170438443043,4,,,no_transit_either,,
170438443051,4,,,no_transit_either,,
170438443052,10,,,no_transit_either,,
170438443053,10,,,no_transit_either,,
170438443061,13,,,no_transit_either,,
170438443062,6,,,no_transit_either,,
170438443063,9,,,no_transit_either,,
170438443071,7,,,no_transit_either,,
170438443072,4,,,no_transit_either,,
170438443073,7,,,no_transit_either,,
170438443081,9,,,no_transit_either,,
170438443091,2,,,no_transit_either,,
170438443092,10,,,no_transit_either,,
170438443101,4,,,no_transit_either,,
170438443102,9,,,no_transit_either,,
170438444011,3,,,no_transit_either,,
170438444012,5,,,no_transit_either,,
170438444013,4,,,no_transit_either,,
170438444021,3,,,no_transit_either,,
170438444022,4,,,no_transit_either,,
170438444023,3,,,no_transit_either,,
170438444024,4,,,no_transit_either,,
170438445011,6,,,no_transit_either,,
170438445012,9,,,no_transit_either,,
170438445022,1,,,no_transit_either,,
170438446011,7,,,no_transit_either,,
170438446012,8,,,no_transit_either,,
170438446013,4,,,no_transit_either,,
170438446021,6,,,no_transit_either,,
170438446022,4,89,89,both,0,0
170438446023,19,,,no_transit_either,,
170438447011,3,,,no_transit_either,,
170438447012,3,,,no_transit_either,,
170438447013,4,,,no_transit_either,,
170438447014,2,,,no_transit_either,,
170438447021,4,,,no_transit_either,,
170438447022,6,,,no_transit_either,,
170438447023,5,,,no_transit_either,,
170438447024,5,,,no_transit_either,,
170438448011,5,,,no_transit_either,,
170438448012,4,,,no_transit_either,,
170438448013,4,,,no_transit_either,,
170438448021,6,,,no_transit_either,,
170438448022,8,,,no_transit_either,,
170438449011,4,,,no_transit_either,,
170438449012,8,,,no_transit_either,,
170438449021,2,,,no_transit_either,,
170438449022,4,,,no_transit_either,,
170438449023,4,,,no_transit_either,,
170438450001,5,,,no_transit_either,,
170438450002,7,,,no_transit_either,,
170438450003,7,,,no_transit_either,,
170438450004,6,,,no_transit_either,,
170438451001,6,,,no_transit_either,,
170438451002,11,,,no_transit_either,,
170438451003,4,,,no_transit_either,,
170438451004,4,,,no_transit_either,,
170438452001,3,,,no_transit_either,,
170438452002,9,,,no_transit_either,,
170438452003,5,,,no_transit_either,,
170438453001,7,,,no_transit_either,,
170438453002,5,,,no_transit_either,,
170438454011,4,,,no_transit_either,,
170438454012,1,,,no_transit_either,,
170438454013,2,,,no_transit_either,,
170438454021,6,,,no_transit_either,,
170438454022,16,,,no_transit_either,,
170438455021,3,,,no_transit_either,,
170438455022,3,,,no_transit_either,,
170438455024,7,,,no_transit_either,,
170438455025,1,,,no_transit_either,,
170438455051,5,,,no_transit_either,,
170438455052,6,,,no_transit_either,,
170438455053,6,,,no_transit_either,,
170438455061,8,,,no_transit_either,,
170438455062,4,,,no_transit_either,,
170438455071,12,,,no_transit_either,,
170438455072,7,,,no_transit_either,,
170438455081,9,,,no_transit_either,,
170438455082,9,,,no_transit_either,,
170438455091,6,,,no_transit_either,,
170438455092,10,,,no_transit_either,,
170438455101,4,,,no_transit_either,,
170438455102,5,,,no_transit_either,,
170438456011,14,,,no_transit_either,,
170438456012,7,,,no_transit_either,,
170438456013,8,,,no_transit_either,,
170438456021,8,,,no_transit_either,,
170438456022,13,,,no_transit_either,,
170438456023,9,,,no_transit_either,,
170438457011,7,,,no_transit_either,,
170438457012,2,,,no_transit_either,,
170438457013,4,,,no_transit_either,,
170438457021,5,,,no_transit_either,,
170438457022,3,,,no_transit_either,,
170438457023,7,,,no_transit_either,,
170438457024,6,,,no_transit_either,,
170438457031,8,,,no_transit_either,,
170438457032,2,,,no_transit_either,,
170438457033,1,,,no_transit_either,,
170438457034,3,,,no_transit_either,,
170438457041,1,,,no_transit_either,,
170438457042,3,,,no_transit_either,,
170438457043,2,,,no_transit_either,,
170438458021,10,,,no_transit_either,,
170438458022,6,,,no_transit_either,,
170438458023,2,,,no_transit_either,,
170438458031,8,,,no_transit_either,,
170438458032,8,,,no_transit_either,,
170438458033,8,,,no_transit_either,,
170438458051,9,,,no_transit_either,,
170438458052,4,,,no_transit_either,,
170438458053,12,,,no_transit_either,,
170438458071,11,,,no_transit_either,,
170438458072,2,,,no_transit_either,,
170438458073,8,,,no_transit_either,,
170438458074,6,,,no_transit_either,,
170438458075,4,,,no_transit_either,,
170438458081,7,,,no_transit_either,,
170438458082,11,,,no_transit_either,,
170438458091,2,,,no_transit_either,,
170438458092,3,,,no_transit_either,,
170438458093,20,,,no_transit_either,,
170438458101,3,,,no_transit_either,,
170438458102,6,,,no_transit_either,,
170438458103,6,,,no_transit_either,,
170438458111,9,,,no_transit_either,,
170438458112,4,,,no_transit_either,,
170438459011,4,,,no_transit_either,,
170438459012,4,,,no_transit_either,,
170438459021,11,,,no_transit_either,,
170438459022,1,,,no_transit_either,,
170438460021,7,,,no_transit_either,,
170438460022,5,,,no_transit_either,,
170438460023,7,,,no_transit_either,,
170438460031,6,,,no_transit_either,,
170438460032,6,,,no_transit_either,,
170438460033,1,,,no_transit_either,,
170438460034,9,,,no_transit_either,,
170438460041,4,,,no_transit_either,,
170438460042,5,,,no_transit_either,,
170438460043,2,,,no_transit_either,,
170438461021,4,,,no_transit_either,,
170438461022,9,,,no_transit_either,,
170438461023,7,,,no_transit_either,,
170438461031,6,,,no_transit_either,,
170438461032,4,,,no_transit_either,,
170438461033,3,,,no_transit_either,,
170438461034,6,,,no_transit_either,,
170438461041,5,,,no_transit_either,,
170438461042,21,,,no_transit_either,,
170438461051,1,,,no_transit_either,,
170438461052,3,,,no_transit_either,,
170438461061,6,,,no_transit_either,,
170438461062,3,,,no_transit_either,,
170438462011,4,,,no_transit_either,,
170438462012,4,,,no_transit_either,,
170438462013,6,,,no_transit_either,,
170438462014,7,,,no_transit_either,,
170438462021,5,,,no_transit_either,,
170438462022,2,,,no_transit_either,,
170438462023,9,,,no_transit_either,,
170438462024,1,,,no_transit_either,,
170438462031,2,,,no_transit_either,,
170438462032,8,,,no_transit_either,,
170438462033,4,,,no_transit_either,,
170438462051,1,,,no_transit_either,,
170438462052,7,,,no_transit_either,,
170438462053,3,,,no_transit_either,,
170438462061,5,,,no_transit_either,,
170438462062,4,,,no_transit_either,,
170438462063,5,,,no_transit_either,,
170438462071,11,,,no_transit_either,,
170438462072,5,,,no_transit_either,,
170438462073,4,,,no_transit_either,,
170438462074,9,,,no_transit_either,,
170438462081,4,,,no_transit_either,,
170438462082,8,,,no_transit_either,,
170438462091,5,,,no_transit_either,,
170438462092,6,,,no_transit_either,,
170438463041,8,,,no_transit_either,,
170438463042,8,,,no_transit_either,,
170438463043,6,,,no_transit_either,,
170438463044,5,,,no_transit_either,,
170438463045,4,,,no_transit_either,,
170438463051,3,,,no_transit_either,,
170438463052,9,,,no_transit_either,,
170438463053,4,,,no_transit_either,,
170438463054,2,,,no_transit_either,,
170438463071,6,,,no_transit_either,,
170438463072,8,,,no_transit_either,,
170438463073,7,,,no_transit_either,,
170438463081,8,,,no_transit_either,,
170438463082,8,,,no_transit_either,,
170438463101,15,,,no_transit_either,,
170438463102,8,,,no_transit_either,,
170438463111,4,,,no_transit_either,,
170438463112,5,,,no_transit_either,,
170438463113,8,,,no_transit_either,,
170438463121,10,,,no_transit_either,,
170438463122,9,,,no_transit_either,,
170438463123,5,,,no_transit_either,,
170438463131,6,,,no_transit_either,,
170438463132,5,,,no_transit_either,,
170438463133,2,,,no_transit_either,,
170438463134,3,,,no_transit_either,,
170438463141,12,,,no_transit_either,,
170438463142,9,,,no_transit_either,,
170438463151,6,,,no_transit_either,,
170438463152,10,,,no_transit_either,,
170438463153,8,,,no_transit_either,,
170438464041,6,,,no_transit_either,,
170438464042,8,,,no_transit_either,,
170438464043,8,,,no_transit_either,,
170438464044,10,,,no_transit_either,,
170438464051,10,,,no_transit_either,,
170438464052,8,,,no_transit_either,,
170438464081,7,,,no_transit_either,,
170438464082,5,,,no_transit_either,,
170438464091,5,,,no_transit_either,,
170438464092,9,,,no_transit_either,,
170438464101,2,,,no_transit_either,,
170438464102,8,,,no_transit_either,,
170438464103,1,,,no_transit_either,,
170438464111,6,,,no_transit_either,,
170438464112,6,,,no_transit_either,,
170438464113,10,,,no_transit_either,,
170438464121,5,,,no_transit_either,,
170438464122,4,,,no_transit_either,,
170438464123,16,,,no_transit_either,,
170438464131,8,,,no_transit_either,,
170438464132,9,,,no_transit_either,,
170438465041,1,,,no_transit_either,,
170438465042,4,,,no_transit_either,,
170438465043,5,,,no_transit_either,,
170438465044,8,,,no_transit_either,,
170438465071,4,,,no_transit_either,,
170438465072,3,,,no_transit_either,,
170438465091,4,,,no_transit_either,,
170438465092,6,,,no_transit_either,,
170438465093,18,,,no_transit_either,,
170438465101,12,,,no_transit_either,,
170438465102,3,,,no_transit_either,,
170438465111,5,,,no_transit_either,,
170438465112,9,,,no_transit_either,,
170438465113,5,,,no_transit_either,,
170438465114,4,,,no_transit_either,,
170438465131,6,,,no_transit_either,,
170438465132,4,,,no_transit_either,,
170438465141,4,,,no_transit_either,,
170438465142,16,,,no_transit_either,,
170438465151,5,,,no_transit_either,,
170438465152,6,,,no_transit_either,,
170438465153,2,,,no_transit_either,,
170438465154,10,,,no_transit_either,,
170438465171,5,,,no_transit_either,,
170438465172,9,,,no_transit_either,,
170438465173,12,,,no_transit_either,,
170438465181,5,,,no_transit_either,,
170438465182,7,,,no_transit_either,,
170438465183,9,,,no_transit_either,,
170438465191,4,,,no_transit_either,,
170438465192,9,,,no_transit_either,,
170438465211,7,,,no_transit_either,,
170438465212,5,,,no_transit_either,,
170438465213,3,,,no_transit_either,,
170438465214,3,,,no_transit_either,,
170438465221,5,,,no_transit_either,,
170438465222,7,,,no_transit_either,,
170438465231,4,,,no_transit_either,,
170438465232,5,,,no_transit_either,,
170438465241,6,,,no_transit_either,,
170438465242,5,,,no_transit_either,,
170438465243,11,,,no_transit_either,,
170438466031,3,,,no_transit_either,,
170438466032,9,,,no_transit_either,,
170438466033,7,,,no_transit_either,,
170438466041,11,,,no_transit_either,,
170438466042,6,,,no_transit_either,,
170438466043,6,,,no_transit_either,,
170438467011,7,,,no_transit_either,,
170438467012,12,,,no_transit_either,,
170438467013,1,,,no_transit_either,,
170438467021,6,,,no_transit_either,,
170438467022,11,,,no_transit_either,,
170438467023,8,,,no_transit_either,,
170450703002,1,,,no_transit_either,,
170450704002,1,,,no_transit_either,,
170479569002,1,,,no_transit_either,,
170499501002,1,,,no_transit_either,,
170499503002,3,,,no_transit_either,,
170499505003,1,,,no_transit_either,,
170519508003,2,,,no_transit_either,,
170539616002,1,,,no_transit_either,,
170539619001,1,,,no_transit_either,,
170539619002,1,,,no_transit_either,,
170539620003,1,,,no_transit_either,,
170550411002,1,,,no_transit_either,,
170579528003,1,,,no_transit_either,,
170579532002,1,,,no_transit_either,,
170579532003,1,,,no_transit_either,,
170579536001,1,,,no_transit_either,,
170579536004,1,,,no_transit_either,,
170579536005,1,,,no_transit_either,,
170579538001,1,,,no_transit_either,,
170619736001,1,,,no_transit_either,,
170630001021,1,,,no_transit_either,,
170630001022,5,,,no_transit_either,,
170630001023,3,,,no_transit_either,,
170630001031,2,,,no_transit_either,,
170630001032,6,,,no_transit_either,,
170630001033,3,,,no_transit_either,,
170630001034,4,,,no_transit_either,,
170630002001,1,,,no_transit_either,,
170630002002,1,,,no_transit_either,,
170630002004,4,,,no_transit_either,,
170630003001,1,,,no_transit_either,,
170630003003,2,,,no_transit_either,,
170630004001,1,,,no_transit_either,,
170630004002,3,,,no_transit_either,,
170630004003,2,,,no_transit_either,,
170630004004,2,,,no_transit_either,,
170630005001,6,,,no_transit_either,,
170630006001,1,,,no_transit_either,,
170630006003,3,,,no_transit_either,,
170630007001,2,,,no_transit_either,,
170630007002,3,,,no_transit_either,,
170630007003,4,,,no_transit_either,,
170630007004,1,,,no_transit_either,,
170630007005,3,,,no_transit_either,,
170630008001,1,,,no_transit_either,,
170630008003,1,,,no_transit_either,,
170630009001,2,,,no_transit_either,,
170630009005,1,,,no_transit_either,,
170659732003,1,,,no_transit_either,,
170679538003,1,,,no_transit_either,,
170679539001,1,,,no_transit_either,,
170679540003,1,,,no_transit_either,,
170679543001,2,,,no_transit_either,,
170679543004,1,,,no_transit_either,,
170719733001,1,,,no_transit_either,,
170719734001,1,,,no_transit_either,,
170730302011,1,,,no_transit_either,,
170730303013,1,,,no_transit_either,,
170730304001,1,,,no_transit_either,,
170730305002,1,,,no_transit_either,,
170730306003,1,,,no_transit_either,,
170730308001,2,,,no_transit_either,,
170730310002,1,,,no_transit_either,,
170730311001,1,,,no_transit_either,,
170730312003,1,,,no_transit_either,,
170759501003,2,,,no_transit_either,,
170759502002,1,,,no_transit_either,,
170759503003,2,,,no_transit_either,,
170759504001,1,,,no_transit_either,,
170759505002,3,,,no_transit_either,,
170759505003,2,,,no_transit_either,,
170759506002,1,,,no_transit_either,,
170759507001,1,,,no_transit_either,,
170759508001,1,,,no_transit_either,,
170759509002,1,,,no_transit_either,,
170770101002,1,,,no_transit_either,,
170770104001,1,,,no_transit_either,,
170770106024,1,,,no_transit_either,,
170770107005,1,,,no_transit_either,,
170770110022,1,,,no_transit_either,,
170770112002,1,,,no_transit_either,,
170770116002,1,,,no_transit_either,,
170770117011,1,,,no_transit_either,,
170810504001,1,,,no_transit_either,,
170810506001,1,,,no_transit_either,,
170810511001,1,,,no_transit_either,,
170830102001,1,,,no_transit_either,,
170830104011,1,,,no_transit_either,,
170830104012,1,,,no_transit_either,,
170850201012,2,,,no_transit_either,,
170850201023,1,,,no_transit_either,,
170850202001,3,,,no_transit_either,,
170850202003,2,,,no_transit_either,,
170879800001,1,,,no_transit_either,,
170898501011,4,,,no_transit_either,,
170898501012,10,,,no_transit_either,,
170898501013,1,,,no_transit_either,,
170898501014,9,,,no_transit_either,,
170898501031,11,,,no_transit_either,,
170898501032,8,,,no_transit_either,,
170898501033,8,,,no_transit_either,,
170898501051,9,,,no_transit_either,,
170898501052,7,,,no_transit_either,,
170898501053,8,,,no_transit_either,,
170898501054,11,,,no_transit_either,,
170898501061,5,,,no_transit_either,,
170898501062,4,,,no_transit_either,,
170898501063,18,,,no_transit_either,,
170898501064,5,,,no_transit_either,,
170898501065,7,,,no_transit_either,,
170898502011,11,,,no_transit_either,,
170898502012,2,,,no_transit_either,,
170898502021,3,,,no_transit_either,,
170898502022,12,79,79,both,0,0
170898502023,4,,,no_transit_either,,
170898503011,6,,,no_transit_either,,
170898503012,8,,,no_transit_either,,
170898503013,2,,,no_transit_either,,
170898503014,12,,,no_transit_either,,
170898503021,15,,,no_transit_either,,
170898503022,10,,,no_transit_either,,
170898504001,6,,,no_transit_either,,
170898504002,4,,,no_transit_either,,
170898505001,3,,,no_transit_either,,
170898505002,3,,,no_transit_either,,
170898505003,7,,,no_transit_either,,
170898505004,8,,,no_transit_either,,
170898506001,13,,,no_transit_either,,
170898506002,19,,,no_transit_either,,
170898506003,6,,,no_transit_either,,
170898507031,3,,,no_transit_either,,
170898507032,1,,,no_transit_either,,
170898507041,4,,,no_transit_either,,
170898507042,1,,,no_transit_either,,
170898507043,5,,,no_transit_either,,
170898507044,5,,,no_transit_either,,
170898507051,25,,,no_transit_either,,
170898507052,10,,,no_transit_either,,
170898507053,31,,,no_transit_either,,
170898507061,8,,,no_transit_either,,
170898507071,23,,,no_transit_either,,
170898507072,49,,,no_transit_either,,
170898507081,10,,,no_transit_either,,
170898507082,21,,,no_transit_either,,
170898507091,37,,,no_transit_either,,
170898507101,14,,,no_transit_either,,
170898507102,34,,,no_transit_either,,
170898507111,6,,,no_transit_either,,
170898507112,26,,,no_transit_either,,
170898508001,6,63,63,both,0,0
170898508002,6,81,81,both,0,0
170898508003,3,76,76,both,0,0
170898508004,2,78,78,both,0,0
170898508005,7,78,78,both,0,0
170898508006,6,81,81,both,0,0
170898510001,15,,,no_transit_either,,
170898510002,10,89,89,both,0,0
170898510003,7,,,no_transit_either,,
170898511011,5,81,81,both,0,0
170898511012,3,72,72,both,0,0
170898511013,3,82,82,both,0,0
170898511014,3,76,76,both,0,0
170898511021,5,76,76,both,0,0
170898511022,5,86,86,both,0,0
170898511023,6,82,82,both,0,0
170898513011,2,76,76,both,0,0
170898513012,8,77,77,both,0,0
170898513013,2,76,76,both,0,0
170898513021,3,78,78,both,0,0
170898513022,4,77,77,both,0,0
170898514001,3,,,no_transit_either,,
170898514002,6,77,77,both,0,0
170898514003,4,79,79,both,0,0
170898514004,7,79,79,both,0,0
170898514005,4,86,86,both,0,0
170898514006,3,,,no_transit_either,,
170898515001,4,,,no_transit_either,,
170898516001,8,73,73,both,0,0
170898516002,10,81,81,both,0,0
170898516003,2,,,no_transit_either,,
170898516004,7,87,87,both,0,0
170898516005,3,80,80,both,0,0
170898518011,9,,,no_transit_either,,
170898518012,8,,,no_transit_either,,
170898518013,7,,,no_transit_either,,
170898518014,9,,,no_transit_either,,
170898519041,8,84,84,both,0,0
170898519042,6,84,84,both,0,0
170898519043,6,,,no_transit_either,,
170898519044,9,,,no_transit_either,,
170898519071,4,,,no_transit_either,,
170898519072,11,,,no_transit_either,,
170898519073,11,,,no_transit_either,,
170898519074,9,,,no_transit_either,,
170898519075,8,,,no_transit_either,,
170898519081,7,,,no_transit_either,,
170898519082,4,88,88,both,0,0
170898519083,5,,,no_transit_either,,
170898519091,3,,,no_transit_either,,
170898519092,5,,,no_transit_either,,
170898519093,9,,,no_transit_either,,
170898519101,5,,,no_transit_either,,
170898519102,6,,,no_transit_either,,
170898519103,4,86,86,both,0,0
170898519111,11,,,no_transit_either,,
170898519112,11,,,no_transit_either,,
170898519121,10,,,no_transit_either,,
170898519122,8,,,no_transit_either,,
170898519131,9,,,no_transit_either,,
170898519132,4,,,no_transit_either,,
170898519133,17,,,no_transit_either,,
170898520011,1,,,no_transit_either,,
170898520012,5,,,no_transit_either,,
170898520013,12,,,no_transit_either,,
170898520014,3,,,no_transit_either,,
170898520021,8,,,no_transit_either,,
170898520022,2,,,no_transit_either,,
170898520023,9,,,no_transit_either,,
170898520024,7,,,no_transit_either,,
170898520042,11,,,no_transit_either,,
170898520051,16,,,no_transit_either,,
170898520052,9,,,no_transit_either,,
170898521011,6,,,no_transit_either,,
170898521012,3,,,no_transit_either,,
170898521013,4,,,no_transit_either,,
170898521014,3,,,no_transit_either,,
170898521015,4,,,no_transit_either,,
170898521031,4,,,no_transit_either,,
170898521032,2,,,no_transit_either,,
170898521033,7,,,no_transit_either,,
170898521034,5,,,no_transit_either,,
170898521035,7,,,no_transit_either,,
170898521041,10,,,no_transit_either,,
170898521042,6,,,no_transit_either,,
170898522011,6,,,no_transit_either,,
170898522012,1,,,no_transit_either,,
170898522013,5,,,no_transit_either,,
170898522014,7,,,no_transit_either,,
170898522031,7,,,no_transit_either,,
170898522032,4,,,no_transit_either,,
170898522033,12,,,no_transit_either,,
170898522041,11,,,no_transit_either,,
170898522042,6,,,no_transit_either,,
170898523001,4,,,no_transit_either,,
170898523002,4,,,no_transit_either,,
170898524031,4,,,no_transit_either,,
170898524032,4,,,no_transit_either,,
170898524033,5,,,no_transit_either,,
170898524035,2,,,no_transit_either,,
170898524041,3,,,no_transit_either,,
170898524042,5,,,no_transit_either,,
170898524051,3,,,no_transit_either,,
170898524052,3,,,no_transit_either,,
170898524061,6,,,no_transit_either,,
170898524062,3,,,no_transit_either,,
170898524071,5,,,no_transit_either,,
170898524072,8,,,no_transit_either,,
170898524073,4,,,no_transit_either,,
170898524081,4,,,no_transit_either,,
170898524082,10,,,no_transit_either,,
170898525001,3,,,no_transit_either,,
170898525002,1,,,no_transit_either,,
170898525003,5,,,no_transit_either,,
170898525004,12,,,no_transit_either,,
170898525005,6,,,no_transit_either,,
170898526061,9,,,no_transit_either,,
170898526062,8,,,no_transit_either,,
170898526071,4,,,no_transit_either,,
170898526072,2,,,no_transit_either,,
170898526081,3,,,no_transit_either,,
170898526082,3,,,no_transit_either,,
170898526083,6,,,no_transit_either,,
170898527001,3,,,no_transit_either,,
170898527002,2,,,no_transit_either,,
170898527003,8,,,no_transit_either,,
170898527004,4,,,no_transit_either,,
170898527005,3,,,no_transit_either,,
170898527006,7,,,no_transit_either,,
170898528031,8,,,no_transit_either,,
170898528032,9,,,no_transit_either,,
170898528051,9,,,no_transit_either,,
170898528053,7,,,no_transit_either,,
170898528061,1,,,no_transit_either,,
170898528062,8,,,no_transit_either,,
170898528063,9,,,no_transit_either,,
170898528064,8,,,no_transit_either,,
170898528071,8,,,no_transit_either,,
170898528072,8,,,no_transit_either,,
170898528073,8,,,no_transit_either,,
170898528081,3,,,no_transit_either,,
170898528082,7,,,no_transit_either,,
170898528083,5,,,no_transit_either,,
170898528084,7,,,no_transit_either,,
170898529031,1,,,no_transit_either,,
170898529032,2,,,no_transit_either,,
170898529033,2,,,no_transit_either,,
170898529034,2,,,no_transit_either,,
170898529041,2,,,no_transit_either,,
170898529042,3,,,no_transit_either,,
170898529051,3,,,no_transit_either,,
170898529052,4,,,no_transit_either,,
170898529053,4,,,no_transit_either,,
170898529061,3,,,no_transit_either,,
170898529063,4,,,no_transit_either,,
170898529071,1,,,no_transit_either,,
170898529072,2,,,no_transit_either,,
170898529073,1,,,no_transit_either,,
170898529074,2,,,no_transit_either,,
170898530011,2,,,no_transit_either,,
170898530012,4,,,no_transit_either,,
170898530041,2,,,no_transit_either,,
170898530043,2,,,no_transit_either,,
170898530051,3,,,no_transit_either,,
170898530052,2,,,no_transit_either,,
170898530053,3,,,no_transit_either,,
170898530061,2,,,no_transit_either,,
170898530063,1,,,no_transit_either,,
170898530071,5,,,no_transit_either,,
170898530072,3,,,no_transit_either,,
170898530073,2,,,no_transit_either,,
170898530081,2,,,no_transit_either,,
170898530082,1,,,no_transit_either,,
170898531001,3,,,no_transit_either,,
170898532001,2,,,no_transit_either,,
170898532002,3,,,no_transit_either,,
170898532003,2,,,no_transit_either,,
170898533001,1,,,no_transit_either,,
170898533003,2,,,no_transit_either,,
170898534011,1,,,no_transit_either,,
170898534012,4,,,no_transit_either,,
170898534022,1,,,no_transit_either,,
170898535001,1,,,no_transit_either,,
170898535002,3,,,no_transit_either,,
170898535004,1,,,no_transit_either,,
170898536012,1,,,no_transit_either,,
170898536021,1,,,no_transit_either,,
170898536022,4,,,no_transit_either,,
170898539001,3,,,no_transit_either,,
170898539002,4,,,no_transit_either,,
170898539003,4,,,no_transit_either,,
170898539004,2,,,no_transit_either,,
170898539005,7,,,no_transit_either,,
170898540011,6,,,no_transit_either,,
170898540012,1,,,no_transit_either,,
170898540013,1,,,no_transit_either,,
170898540021,1,,,no_transit_either,,
170898540022,1,,,no_transit_either,,
170898540023,2,,,no_transit_either,,
170898540024,3,,,no_transit_either,,
170898541001,4,,,no_transit_either,,
170898541004,1,,,no_transit_either,,
170898542002,1,,,no_transit_either,,
170898542003,2,,,no_transit_either,,
170898543011,1,,,no_transit_either,,
170898543013,2,,,no_transit_either,,
170898543014,3,,,no_transit_either,,
170898543023,1,,,no_transit_either,,
170898544011,4,,,no_transit_either,,
170898544012,3,,,no_transit_either,,
170898544021,1,,,no_transit_either,,
170898544022,3,,,no_transit_either,,
170898544031,7,,,no_transit_either,,
170898544032,3,,,no_transit_either,,
170898544033,3,,,no_transit_either,,
170898545041,7,,,no_transit_either,,
170898545042,5,,,no_transit_either,,
170898545043,4,,,no_transit_either,,
170898545044,6,,,no_transit_either,,
170898545045,5,,,no_transit_either,,
170898545051,6,,,no_transit_either,,
170898545052,2,,,no_transit_either,,
170898545053,6,,,no_transit_either,,
170898545054,4,,,no_transit_either,,
170898545055,10,,,no_transit_either,,
170898545061,2,,,no_transit_either,,
170898545062,7,,,no_transit_either,,
170898545071,10,,,no_transit_either,,
170898545072,6,,,no_transit_either,,
170898545081,12,,,no_transit_either,,
170898545082,4,,,no_transit_either,,
170898545083,6,,,no_transit_either,,
170898545091,7,,,no_transit_either,,
170898545092,9,,,no_transit_either,,
170898545093,6,,,no_transit_either,,
170898546001,5,75,75,both,0,0
170898546002,3,72,72,both,0,0
170898546003,1,81,81,both,0,0
170898547001,1,,,no_transit_either,,
170898547002,2,,,no_transit_either,,
170898548001,8,,,no_transit_either,,
170898548002,4,,,no_transit_either,,
170898548003,7,,,no_transit_either,,
170898548004,8,,,no_transit_either,,
170898549001,4,,,no_transit_either,,
170898549002,8,,,no_transit_either,,
170898549003,7,81,81,both,0,0
170910102011,1,,,no_transit_either,,
170910102032,2,,,no_transit_either,,
170910102033,1,,,no_transit_either,,
170910102041,2,,,no_transit_either,,
170910102043,1,,,no_transit_either,,
170910102044,2,,,no_transit_either,,
