h_geocode,jobs,cty,ctyname,trct,zcta,zctaname,stplc,stplcname,blklatdd,blklondd
170318086002016,1,17031,"Cook County, IL",17031808600,60025,60025,1729938,"Glenview village, IL",42.0568775,-87.7980771
170318087021002,1,17031,"Cook County, IL",17031808702,60201,60201,1724582,"Evanston city, IL",42.0529737,-87.6802508
170318087021003,1,17031,"Cook County, IL",17031808702,60201,60201,1724582,"Evanston city, IL",42.0510134,-87.6794467
170318087022006,1,17031,"Cook County, IL",17031808702,60201,60201,1724582,"Evanston city, IL",42.0528871,-87.6784897
170318088001002,1,17031,"Cook County, IL",17031808800,60201,60201,1724582,"Evanston city, IL",42.0681768,-87.6909717
170318088001035,1,17031,"Cook County, IL",17031808800,60201,60201,1724582,"Evanston city, IL",42.0639351,-87.6930094
170318088002015,1,17031,"Cook County, IL",17031808800,60201,60201,1724582,"Evanston city, IL",42.0665286,-87.6880333
170318088002016,1,17031,"Cook County, IL",17031808800,60201,60201,1724582,"Evanston city, IL",42.0666593,-87.6859471
170318088002035,1,17031,"Cook County, IL",17031808800,60201,60201,1724582,"Evanston city, IL",42.0622612,-87.6805934
170318088002039,1,17031,"Cook County, IL",17031808800,60201,60201,1724582,"Evanston city, IL",42.0611078,-87.6806123
170318088002040,1,17031,"Cook County, IL",17031808800,60201,60201,1724582,"Evanston city, IL",42.0649605,-87.6887042
170318088002055,1,17031,"Cook County, IL",17031808800,60201,60201,1724582,"Evanston city, IL",42.0567656,-87.6811717
170318089001001,1,17031,"Cook County, IL",17031808900,60201,60201,1724582,"Evanston city, IL",42.0686818,-87.7063202
170318089001007,1,17031,"Cook County, IL",17031808900,60201,60201,1724582,"Evanston city, IL",42.0676117,-87.7092411
170318089001013,1,17031,"Cook County, IL",17031808900,60201,60201,1724582,"Evanston city, IL",42.065781,-87.7092745
170318089001014,1,17031,"Cook County, IL",17031808900,60201,60201,1724582,"Evanston city, IL",42.0657486,-87.7063614
170318089003008,1,17031,"Cook County, IL",17031808900,60201,60201,1724582,"Evanston city, IL",42.0679227,-87.7270254
170318089003011,1,17031,"Cook County, IL",17031808900,60201,60201,1724582,"Evanston city, IL",42.0675258,-87.7316062
170318089003013,1,17031,"Cook County, IL",17031808900,60201,60201,1724582,"Evanston city, IL",42.0659374,-87.7303353
170318089003031,1,17031,"Cook County, IL",17031808900,60201,60201,1724582,"Evanston city, IL",42.0661728,-87.7192135
170318089003033,1,17031,"Cook County, IL",17031808900,60201,60201,1724582,"Evanston city, IL",42.0669176,-87.7180945
170318089003044,1,17031,"Cook County, IL",17031808900,60201,60201,1724582,"Evanston city, IL",42.0667128,-87.7220209
170318089003054,1,17031,"Cook County, IL",17031808900,60201,60201,1724582,"Evanston city, IL",42.0631356,-87.7289422
170318090001018,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.0557374,-87.7118992
170318090002003,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.0635418,-87.7142175
170318090002024,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.0596125,-87.7140128
170318090002026,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.057865,-87.7133179
170318090003002,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.0642879,-87.7212328
170318090003007,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.0616172,-87.7194613
170318090003010,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.0632952,-87.7208536
170318090003024,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.0570614,-87.7229164
170318090003026,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.0567268,-87.7266954
170318090004005,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.0616831,-87.7223213
170318090004020,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.0627968,-87.7261575
170318090004030,1,17031,"Cook County, IL",17031809000,60201,60201,1724582,"Evanston city, IL",42.0596891,-87.7252972
170318091001001,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.0640915,-87.7020726
170318091001002,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.0635774,-87.7018351
170318091001004,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.0628287,-87.699106
170318091001007,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.0618403,-87.6995948
170318091001010,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.0611981,-87.7019012
170318091001012,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.0604935,-87.6990362
170318091002003,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.0561536,-87.7062101
170318091002013,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.0574196,-87.7061903
170318091003002,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.0641285,-87.7094009
170318091003014,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.0616116,-87.7068144
170318091003021,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.061139,-87.7073562
170318091003027,1,17031,"Cook County, IL",17031809100,60201,60201,1724582,"Evanston city, IL",42.0597514,-87.7053431
170318092001000,2,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0580452,-87.6950155
170318092001004,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.054519,-87.6984816
170318092001006,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0532392,-87.6977323
170318092001012,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0523602,-87.6981375
170318092001014,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0529295,-87.7000601
170318092001016,2,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0531654,-87.7016131
170318092001018,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0531396,-87.7031599
170318092002005,2,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0563346,-87.6953447
170318092002006,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.05479,-87.6953745
170318092002013,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0530241,-87.6936292
170318092002015,2,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0533453,-87.6918085
170318092002017,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0530712,-87.6904163
170318092002018,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0527043,-87.6896444
170318092003004,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0517784,-87.7029967
170318092003005,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.050191,-87.7009963
170318092003008,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0502257,-87.6992498
170318092003009,2,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0508702,-87.6985526
170318092003017,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0501704,-87.7021548
170318092003019,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.05015,-87.7033116
170318092003020,1,17031,"Cook County, IL",17031809200,60201,60201,1724582,"Evanston city, IL",42.0501629,-87.7027288
170318093001022,1,17031,"Cook County, IL",17031809300,60201,60201,1724582,"Evanston city, IL",42.060338,-87.6866056
170318093002001,1,17031,"Cook County, IL",17031809300,60201,60201,1724582,"Evanston city, IL",42.0579782,-87.6830437
170318093002004,1,17031,"Cook County, IL",17031809300,60201,60201,1724582,"Evanston city, IL",42.0571347,-87.6859903
170318093002005,1,17031,"Cook County, IL",17031809300,60201,60201,1724582,"Evanston city, IL",42.0574712,-87.6842261
170318093002006,1,17031,"Cook County, IL",17031809300,60201,60201,1724582,"Evanston city, IL",42.0572297,-87.6830613
170318093002020,1,17031,"Cook County, IL",17031809300,60201,60201,1724582,"Evanston city, IL",42.0542136,-87.6831255
170318093003000,1,17031,"Cook County, IL",17031809300,60201,60201,1724582,"Evanston city, IL",42.0589351,-87.6875565
170318093003012,1,17031,"Cook County, IL",17031809300,60201,60201,1724582,"Evanston city, IL",42.0565745,-87.6911512
170318093003025,1,17031,"Cook County, IL",17031809300,60201,60201,1724582,"Evanston city, IL",42.0526387,-87.6841841
170318093003028,1,17031,"Cook County, IL",17031809300,60201,60201,1724582,"Evanston city, IL",42.0524091,-87.6862751
170318094011016,1,17031,"Cook County, IL",17031809401,60201,60201,1724582,"Evanston city, IL",42.0448139,-87.6769673
170318094012011,2,17031,"Cook County, IL",17031809401,60201,60201,1724582,"Evanston city, IL",42.043362,-87.6809025
170318094012016,1,17031,"Cook County, IL",17031809401,60201,60201,1724582,"Evanston city, IL",42.041916,-87.680126
170318094021003,1,17031,"Cook County, IL",17031809402,60201,60201,1724582,"Evanston city, IL",42.0502622,-87.6864496
170318094021006,2,17031,"Cook County, IL",17031809402,60201,60201,1724582,"Evanston city, IL",42.0506027,-87.6829716
170318094021016,1,17031,"Cook County, IL",17031809402,60201,60201,1724582,"Evanston city, IL",42.0492549,-87.6797623
170318094022001,1,17031,"Cook County, IL",17031809402,60201,60201,1724582,"Evanston city, IL",42.0484913,-87.6780996
170318094022003,1,17031,"Cook County, IL",17031809402,60201,60201,1724582,"Evanston city, IL",42.0471034,-87.6797516
170318095002006,1,17031,"Cook County, IL",17031809500,60201,60201,1724582,"Evanston city, IL",42.0449093,-87.6893838
170318095002009,1,17031,"Cook County, IL",17031809500,60201,60201,1724582,"Evanston city, IL",42.0453698,-87.6863294
170318095002011,1,17031,"Cook County, IL",17031809500,60201,60201,1724582,"Evanston city, IL",42.0464913,-87.685931
170318095003008,1,17031,"Cook County, IL",17031809500,60201,60201,1724582,"Evanston city, IL",42.0420029,-87.6893268
170318096001003,1,17031,"Cook County, IL",17031809600,60201,60201,1724582,"Evanston city, IL",42.0478268,-87.694315
