h_geocode,jobs,cty,ctyname,trct,zcta,zctaname,stplc,stplcname,blklatdd,blklondd
170310619021001,7,17031,"Cook County, IL",17031061902,60657,60657,1714000,"Chicago city, IL",41.9404203,-87.6401747
170310619022000,9,17031,"Cook County, IL",17031061902,60657,60657,1714000,"Chicago city, IL",41.9428159,-87.6412938
170310619022001,14,17031,"Cook County, IL",17031061902,60657,60657,1714000,"Chicago city, IL",41.9419113,-87.6413053
170310619023006,3,17031,"Cook County, IL",17031061902,60657,60657,1714000,"Chicago city, IL",41.9462058,-87.642881
170310619023008,4,17031,"Cook County, IL",17031061902,60657,60657,1714000,"Chicago city, IL",41.9437805,-87.6411102
170310619023010,9,17031,"Cook County, IL",17031061902,60657,60657,1714000,"Chicago city, IL",41.9450837,-87.6422344
170310620001000,3,17031,"Cook County, IL",17031062000,60657,60657,1714000,"Chicago city, IL",41.943191,-87.6467815
170310620001001,4,17031,"Cook County, IL",17031062000,60657,60657,1714000,"Chicago city, IL",41.9420634,-87.646893
170310620001002,2,17031,"Cook County, IL",17031062000,60657,60657,1714000,"Chicago city, IL",41.9414697,-87.6465229
170310620001003,5,17031,"Cook County, IL",17031062000,60657,60657,1714000,"Chicago city, IL",41.9402931,-87.6468523
170310620002000,1,17031,"Cook County, IL",17031062000,60657,60657,1714000,"Chicago city, IL",41.9445292,-87.6466006
170310620002001,4,17031,"Cook County, IL",17031062000,60657,60657,1714000,"Chicago city, IL",41.9447366,-87.6485646
170310621001003,2,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9429117,-87.6511752
170310621002000,1,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9449975,-87.6497183
170310621002001,1,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9451932,-87.6509559
170310621002002,1,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9451707,-87.652686
170310621002003,1,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9449317,-87.6539562
170310621002005,2,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9447208,-87.6509907
170310621003000,3,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9420104,-87.6508444
170310621003001,1,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9422522,-87.6521429
170310621003002,1,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9422697,-87.6529723
170310621003003,2,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9425383,-87.6539054
170310621003004,1,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9408308,-87.6538295
170310621003006,1,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9408871,-87.6518666
170310621003008,3,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9409155,-87.6509707
170310621003009,4,17031,"Cook County, IL",17031062100,60657,60657,1714000,"Chicago city, IL",41.9408864,-87.649789
170310622001000,1,17031,"Cook County, IL",17031062200,60657,60657,1714000,"Chicago city, IL",41.9449752,-87.6550599
170310622001004,2,17031,"Cook County, IL",17031062200,60657,60657,1714000,"Chicago city, IL",41.9437455,-87.6554576
170310622001006,1,17031,"Cook County, IL",17031062200,60657,60657,1714000,"Chicago city, IL",41.9426331,-87.6557079
170310622001009,2,17031,"Cook County, IL",17031062200,60657,60657,1714000,"Chicago city, IL",41.9408236,-87.6544419
170310622001010,1,17031,"Cook County, IL",17031062200,60657,60657,1714000,"Chicago city, IL",41.9410191,-87.6550568
170310622002000,1,17031,"Cook County, IL",17031062200,60657,60657,1714000,"Chicago city, IL",41.9450232,-87.6575398
170310622002005,1,17031,"Cook County, IL",17031062200,60657,60657,1714000,"Chicago city, IL",41.9437096,-87.6581061
170310622002008,1,17031,"Cook County, IL",17031062200,60657,60657,1714000,"Chicago city, IL",41.9407553,-87.6586867
170310622002009,2,17031,"Cook County, IL",17031062200,60657,60657,1714000,"Chicago city, IL",41.9425836,-87.65874
170310623001000,3,17031,"Cook County, IL",17031062300,60657,60657,1714000,"Chicago city, IL",41.9428,-87.66016
170310623001002,1,17031,"Cook County, IL",17031062300,60657,60657,1714000,"Chicago city, IL",41.9432087,-87.6626888
170310623001005,1,17031,"Cook County, IL",17031062300,60657,60657,1714000,"Chicago city, IL",41.9422907,-87.6626627
170310623001006,1,17031,"Cook County, IL",17031062300,60657,60657,1714000,"Chicago city, IL",41.9420733,-87.6617634
170310623001007,1,17031,"Cook County, IL",17031062300,60657,60657,1714000,"Chicago city, IL",41.9420493,-87.6635618
170310623001008,3,17031,"Cook County, IL",17031062300,60657,60657,1714000,"Chicago city, IL",41.9411316,-87.6600681
170310623001015,1,17031,"Cook County, IL",17031062300,60657,60657,1714000,"Chicago city, IL",41.9411301,-87.6635365
170310624001001,2,17031,"Cook County, IL",17031062400,60657,60657,1714000,"Chicago city, IL",41.9431672,-87.6654347
170310624001004,1,17031,"Cook County, IL",17031062400,60657,60657,1714000,"Chicago city, IL",41.9427114,-87.6654209
170310624001005,1,17031,"Cook County, IL",17031062400,60657,60657,1714000,"Chicago city, IL",41.9426796,-87.66723
170310624001008,1,17031,"Cook County, IL",17031062400,60657,60657,1714000,"Chicago city, IL",41.9420441,-87.6641857
170310624001011,1,17031,"Cook County, IL",17031062400,60657,60657,1714000,"Chicago city, IL",41.9401691,-87.6674627
170310624001012,2,17031,"Cook County, IL",17031062400,60657,60657,1714000,"Chicago city, IL",41.9404276,-87.6653561
170310624001015,1,17031,"Cook County, IL",17031062400,60657,60657,1714000,"Chicago city, IL",41.9413421,-87.6653791
170310624001016,1,17031,"Cook County, IL",17031062400,60657,60657,1714000,"Chicago city, IL",41.9417977,-87.6653928
170310624001017,1,17031,"Cook County, IL",17031062400,60657,60657,1714000,"Chicago city, IL",41.9399748,-87.6650369
170310625001000,1,17031,"Cook County, IL",17031062500,60657,60657,1714000,"Chicago city, IL",41.9424244,-87.6693466
170310625001002,1,17031,"Cook County, IL",17031062500,60657,60657,1714000,"Chicago city, IL",41.942171,-87.6707217
170310625001006,1,17031,"Cook County, IL",17031062500,60657,60657,1714000,"Chicago city, IL",41.9416968,-87.672333
170310625001008,3,17031,"Cook County, IL",17031062500,60657,60657,1714000,"Chicago city, IL",41.9411134,-87.6702347
170310625001009,1,17031,"Cook County, IL",17031062500,60657,60657,1714000,"Chicago city, IL",41.9409035,-87.6691
170310625001012,1,17031,"Cook County, IL",17031062500,60657,60657,1714000,"Chicago city, IL",41.9408012,-87.6706154
170310625001013,2,17031,"Cook County, IL",17031062500,60657,60657,1714000,"Chicago city, IL",41.9407855,-87.6723067
170310625001015,1,17031,"Cook County, IL",17031062500,60657,60657,1714000,"Chicago city, IL",41.9403336,-87.6720372
170310625001017,3,17031,"Cook County, IL",17031062500,60657,60657,1714000,"Chicago city, IL",41.9398983,-87.6702846
170310626001000,3,17031,"Cook County, IL",17031062600,60657,60657,1714000,"Chicago city, IL",41.9390212,-87.6695117
170310626001001,2,17031,"Cook County, IL",17031062600,60657,60657,1714000,"Chicago city, IL",41.9394206,-87.6722631
170310626001002,1,17031,"Cook County, IL",17031062600,60657,60657,1714000,"Chicago city, IL",41.9389643,-87.6722496
170310626001004,1,17031,"Cook County, IL",17031062600,60657,60657,1714000,"Chicago city, IL",41.9382479,-87.6700529
170310626001005,1,17031,"Cook County, IL",17031062600,60657,60657,1714000,"Chicago city, IL",41.9374086,-87.6688863
170310626001008,1,17031,"Cook County, IL",17031062600,60657,60657,1714000,"Chicago city, IL",41.9380526,-87.6722239
170310626001012,2,17031,"Cook County, IL",17031062600,60657,60657,1714000,"Chicago city, IL",41.9353434,-87.6715916
170310626001015,1,17031,"Cook County, IL",17031062600,60657,60657,1714000,"Chicago city, IL",41.9339288,-87.6716429
170310626001017,1,17031,"Cook County, IL",17031062600,60657,60657,1714000,"Chicago city, IL",41.93306,-87.6699376
170310626001019,1,17031,"Cook County, IL",17031062600,60614,60614,1714000,"Chicago city, IL",41.9326084,-87.6699238
170310626001020,2,17031,"Cook County, IL",17031062600,60614,60614,1714000,"Chicago city, IL",41.932585,-87.6719169
170310627001001,1,17031,"Cook County, IL",17031062700,60657,60657,1714000,"Chicago city, IL",41.9395153,-87.665343
170310627001002,1,17031,"Cook County, IL",17031062700,60657,60657,1714000,"Chicago city, IL",41.9390611,-87.6653248
170310627001004,1,17031,"Cook County, IL",17031062700,60657,60657,1714000,"Chicago city, IL",41.9383945,-87.6640888
170310627001010,1,17031,"Cook County, IL",17031062700,60657,60657,1714000,"Chicago city, IL",41.9363016,-87.6654923
170310627002004,1,17031,"Cook County, IL",17031062700,60657,60657,1714000,"Chicago city, IL",41.9340192,-87.6669436
170310627002011,1,17031,"Cook County, IL",17031062700,60614,60614,1714000,"Chicago city, IL",41.9326859,-87.6647838
170310627003000,1,17031,"Cook County, IL",17031062700,60657,60657,1714000,"Chicago city, IL",41.939306,-87.6667257
170310627003001,1,17031,"Cook County, IL",17031062700,60657,60657,1714000,"Chicago city, IL",41.938966,-87.6672548
170310627003002,1,17031,"Cook County, IL",17031062700,60657,60657,1714000,"Chicago city, IL",41.9386273,-87.6676476
170310627003012,1,17031,"Cook County, IL",17031062700,60657,60657,1714000,"Chicago city, IL",41.9355975,-87.6682069
170310627003013,1,17031,"Cook County, IL",17031062700,60657,60657,1714000,"Chicago city, IL",41.9353867,-87.666993
170310627003014,1,17031,"Cook County, IL",17031062700,60657,60657,1714000,"Chicago city, IL",41.9349296,-87.6669763
170310628001005,1,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.9377663,-87.6604118
170310628001007,1,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.9364121,-87.6600455
170310628002002,1,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.9345766,-87.66031
170310628002003,1,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.934118,-87.6596953
170310628002005,2,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.9334665,-87.6621492
170310628002008,1,17031,"Cook County, IL",17031062800,60614,60614,1714000,"Chicago city, IL",41.9327493,-87.6604971
170310628003002,2,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.939109,-87.6621883
170310628003003,2,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.9386541,-87.6622128
170310628003005,1,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.938195,-87.6622179
170310628003007,1,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.9374887,-87.6634236
170310628003012,1,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.9351622,-87.6619391
170310628003013,3,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.9350663,-87.6626493
170310628003014,2,17031,"Cook County, IL",17031062800,60657,60657,1714000,"Chicago city, IL",41.9345307,-87.6630129
170310629001000,2,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.9389956,-87.6543781
170310629001001,1,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.938781,-87.6549792
170310629001004,2,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.9373944,-87.6555424
170310629001007,2,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.9374028,-87.6549331
170310629001008,1,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.9371748,-87.6543174
170310629001010,3,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.9360136,-87.6554945
170310629002000,2,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.9346585,-87.6551551
170310629002001,1,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.934055,-87.6552393
170310629002002,2,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.9341737,-87.657236
170310629002006,2,17031,"Cook County, IL",17031062900,60614,60614,1714000,"Chicago city, IL",41.9327889,-87.6577041
170310629003000,4,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.9389519,-87.6574203
170310629003001,2,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.938942,-87.6580202
170310629003002,3,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.9371105,-87.6585615
170310629003005,1,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.9373786,-87.6567558
170310629003007,2,17031,"Cook County, IL",17031062900,60657,60657,1714000,"Chicago city, IL",41.9359851,-87.6573168
170310630001001,1,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9394113,-87.6507045
170310630001002,1,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9396706,-87.6522657
170310630001007,2,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9374303,-87.6507889
170310630001008,2,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9383407,-87.6519039
170310630001009,1,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9383123,-87.653681
170310630002001,1,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9347433,-87.6506019
170310630002002,2,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9347107,-87.6523392
170310630002005,1,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9340336,-87.6517947
170310630002006,1,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9342854,-87.6505895
170310630002007,1,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9340774,-87.6493726
170310630002012,2,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9333722,-87.6505644
170310630002013,1,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9338269,-87.6505741
170310630003000,2,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9359086,-87.6494308
170310630003001,1,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9361112,-87.6506477
170310630003003,1,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9358208,-87.653661
170310630003004,1,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9356212,-87.6523776
170310630003005,3,17031,"Cook County, IL",17031063000,60657,60657,1714000,"Chicago city, IL",41.9356559,-87.6506341
170310631001000,3,17031,"Cook County, IL",17031063100,60657,60657,1714000,"Chicago city, IL",41.9382885,-87.6464731
170310631001002,6,17031,"Cook County, IL",17031063100,60657,60657,1714000,"Chicago city, IL",41.9372338,-87.6459637
170310631002000,2,17031,"Cook County, IL",17031063100,60657,60657,1714000,"Chicago city, IL",41.9393522,-87.6459016
170310631002001,4,17031,"Cook County, IL",17031063100,60657,60657,1714000,"Chicago city, IL",41.9393273,-87.6477295
170310631002002,5,17031,"Cook County, IL",17031063100,60657,60657,1714000,"Chicago city, IL",41.9387921,-87.6479766
170310631002003,2,17031,"Cook County, IL",17031063100,60657,60657,1714000,"Chicago city, IL",41.938907,-87.6458911
170310632001000,4,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.938245,-87.6398209
170310632001001,5,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.93743,-87.6406666
170310632002000,4,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.937154,-87.6382445
170310632003000,1,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.9398417,-87.6406419
170310632003001,2,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.9393706,-87.6416853
170310632003002,1,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.9393612,-87.6422678
170310632003003,1,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.9393385,-87.6440631
170310632004005,2,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.9394014,-87.6388984
170310632004006,1,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.938233,-87.6385193
170310632005001,3,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.9389492,-87.6420108
170310632005002,2,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.9389276,-87.6437546
170310632006000,7,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.9382051,-87.6422502
170310632006001,2,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.9373682,-87.6430448
170310632006002,3,17031,"Cook County, IL",17031063200,60657,60657,1714000,"Chicago city, IL",41.9368202,-87.6430752
170310633011000,2,17031,"Cook County, IL",17031063301,60657,60657,1714000,"Chicago city, IL",41.9345959,-87.6429895
170310633011001,6,17031,"Cook County, IL",17031063301,60657,60657,1714000,"Chicago city, IL",41.9338267,-87.6420797
170310633011002,1,17031,"Cook County, IL",17031063301,60657,60657,1714000,"Chicago city, IL",41.9339021,-87.6438438
170310633012001,1,17031,"Cook County, IL",17031063301,60657,60657,1714000,"Chicago city, IL",41.9357895,-87.643036
170310633013000,1,17031,"Cook County, IL",17031063301,60657,60657,1714000,"Chicago city, IL",41.9335516,-87.6431187
170310633013001,2,17031,"Cook County, IL",17031063301,60614,60614,1714000,"Chicago city, IL",41.9332729,-87.6441776
170310633013002,1,17031,"Cook County, IL",17031063301,60614,60614,1714000,"Chicago city, IL",41.9331037,-87.6422109
170310633021002,3,17031,"Cook County, IL",17031063302,60657,60657,1714000,"Chicago city, IL",41.9352882,-87.6387121
170310633021004,2,17031,"Cook County, IL",17031063302,60657,60657,1714000,"Chicago city, IL",41.9336394,-87.6386571
170310633022000,7,17031,"Cook County, IL",17031063302,60657,60657,1714000,"Chicago city, IL",41.9348936,-87.6404472
170310633023000,5,17031,"Cook County, IL",17031063302,60657,60657,1714000,"Chicago city, IL",41.9338641,-87.640368
170310633024000,11,17031,"Cook County, IL",17031063302,60657,60657,1714000,"Chicago city, IL",41.9360758,-87.6406287
170310633024001,1,17031,"Cook County, IL",17031063302,60657,60657,1714000,"Chicago city, IL",41.9352806,-87.6414263
170310633031002,1,17031,"Cook County, IL",17031063303,60657,60657,1714000,"Chicago city, IL",41.9361146,-87.6376458
170310634001001,2,17031,"Cook County, IL",17031063400,60657,60657,1714000,"Chicago city, IL",41.9342244,-87.6456903
170310634001002,3,17031,"Cook County, IL",17031063400,60657,60657,1714000,"Chicago city, IL",41.934383,-87.647224
170310634001003,1,17031,"Cook County, IL",17031063400,60657,60657,1714000,"Chicago city, IL",41.9343601,-87.6481017
170310634001004,1,17031,"Cook County, IL",17031063400,60657,60657,1714000,"Chicago city, IL",41.9343569,-87.6487427
170310634001006,2,17031,"Cook County, IL",17031063400,60614,60614,1714000,"Chicago city, IL",41.9329757,-87.6473167
170310634002000,1,17031,"Cook County, IL",17031063400,60657,60657,1714000,"Chicago city, IL",41.9360175,-87.6458485
170310634002001,1,17031,"Cook County, IL",17031063400,60657,60657,1714000,"Chicago city, IL",41.9362105,-87.6486488
170310634002002,2,17031,"Cook County, IL",17031063400,60657,60657,1714000,"Chicago city, IL",41.9357979,-87.6482701
170310634002003,4,17031,"Cook County, IL",17031063400,60657,60657,1714000,"Chicago city, IL",41.9352045,-87.645549
170310701011001,5,17031,"Cook County, IL",17031070101,60614,60614,1714000,"Chicago city, IL",41.929962,-87.6401548
170310701011002,1,17031,"Cook County, IL",17031070101,60614,60614,1714000,"Chicago city, IL",41.9305433,-87.6410315
170310701012000,1,17031,"Cook County, IL",17031070101,60614,60614,1714000,"Chicago city, IL",41.927984,-87.6404412
170310701012002,3,17031,"Cook County, IL",17031070101,60614,60614,1714000,"Chicago city, IL",41.9266223,-87.6402715
170310701013007,2,17031,"Cook County, IL",17031070101,60614,60614,1714000,"Chicago city, IL",41.9321252,-87.6401663
170310701013008,4,17031,"Cook County, IL",17031070101,60614,60614,1714000,"Chicago city, IL",41.9316979,-87.641067
170310701013009,2,17031,"Cook County, IL",17031070101,60614,60614,1714000,"Chicago city, IL",41.9309012,-87.6400554
170310701021000,3,17031,"Cook County, IL",17031070102,60614,60614,1714000,"Chicago city, IL",41.9308385,-87.6433749
170310701021001,9,17031,"Cook County, IL",17031070102,60614,60614,1714000,"Chicago city, IL",41.9295513,-87.6419474
170310701021002,1,17031,"Cook County, IL",17031070102,60614,60614,1714000,"Chicago city, IL",41.9302809,-87.6418444
170310701021003,4,17031,"Cook County, IL",17031070102,60614,60614,1714000,"Chicago city, IL",41.9287267,-87.640658
170310701022000,2,17031,"Cook County, IL",17031070102,60614,60614,1714000,"Chicago city, IL",41.9326337,-87.6419008
170310701022003,1,17031,"Cook County, IL",17031070102,60614,60614,1714000,"Chicago city, IL",41.9321884,-87.6427
170310701023000,4,17031,"Cook County, IL",17031070102,60614,60614,1714000,"Chicago city, IL",41.931346,-87.642523
170310701031000,2,17031,"Cook County, IL",17031070103,60614,60614,1714000,"Chicago city, IL",41.9260261,-87.642103
170310701031001,1,17031,"Cook County, IL",17031070103,60614,60614,1714000,"Chicago city, IL",41.9264351,-87.6429784
170310701032000,2,17031,"Cook County, IL",17031070103,60614,60614,1714000,"Chicago city, IL",41.9276446,-87.6421962
170310701032001,3,17031,"Cook County, IL",17031070103,60614,60614,1714000,"Chicago city, IL",41.9277388,-87.6434134
170310701032002,3,17031,"Cook County, IL",17031070103,60614,60614,1714000,"Chicago city, IL",41.9270293,-87.6431668
170310702001002,1,17031,"Cook County, IL",17031070200,60614,60614,1714000,"Chicago city, IL",41.9324322,-87.6474632
170310702001003,1,17031,"Cook County, IL",17031070200,60614,60614,1714000,"Chicago city, IL",41.9321412,-87.6486678
170310702001005,3,17031,"Cook County, IL",17031070200,60614,60614,1714000,"Chicago city, IL",41.9303303,-87.647976
170310702001006,1,17031,"Cook County, IL",17031070200,60614,60614,1714000,"Chicago city, IL",41.9303179,-87.6485879
170310702001011,1,17031,"Cook County, IL",17031070200,60614,60614,1714000,"Chicago city, IL",41.9298478,-87.6449604
170310702002000,1,17031,"Cook County, IL",17031070200,60614,60614,1714000,"Chicago city, IL",41.9268996,-87.6467611
170310702002001,2,17031,"Cook County, IL",17031070200,60614,60614,1714000,"Chicago city, IL",41.9273273,-87.6472943
170310702002002,1,17031,"Cook County, IL",17031070200,60614,60614,1714000,"Chicago city, IL",41.9273151,-87.6479064
170310702002004,1,17031,"Cook County, IL",17031070200,60614,60614,1714000,"Chicago city, IL",41.9258118,-87.6451538
170310702003001,1,17031,"Cook County, IL",17031070200,60614,60614,1714000,"Chicago city, IL",41.9288266,-87.6455805
170310702003005,2,17031,"Cook County, IL",17031070200,60614,60614,1714000,"Chicago city, IL",41.9276159,-87.6452138
170310703001000,1,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.9308788,-87.6498541
170310703001001,4,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.931787,-87.6504945
170310703001002,1,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.931528,-87.6523008
170310703001006,3,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.9301807,-87.6516504
170310703001007,3,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.9301958,-87.6504382
170310703001009,1,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.9277604,-87.6533037
170310703001011,1,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.9256488,-87.6532437
170310703002000,3,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.9283675,-87.6511165
170310703002001,1,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.9276324,-87.6523837
170310703002002,1,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.927474,-87.6502193
170310703002003,2,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.9265694,-87.652057
170310703002004,3,17031,"Cook County, IL",17031070300,60614,60614,1714000,"Chicago city, IL",41.9262144,-87.6502529
170310704001000,1,17031,"Cook County, IL",17031070400,60614,60614,1714000,"Chicago city, IL",41.9305963,-87.6542072
170310704001002,1,17031,"Cook County, IL",17031070400,60614,60614,1714000,"Chicago city, IL",41.9315991,-87.655481
170310704001007,1,17031,"Cook County, IL",17031070400,60614,60614,1714000,"Chicago city, IL",41.9296917,-87.6558894
170310704002001,1,17031,"Cook County, IL",17031070400,60614,60614,1714000,"Chicago city, IL",41.9269608,-87.6548755
170310704002006,1,17031,"Cook County, IL",17031070400,60614,60614,1714000,"Chicago city, IL",41.9264928,-87.657285
170310704003001,1,17031,"Cook County, IL",17031070400,60614,60614,1714000,"Chicago city, IL",41.9311975,-87.6583674
170310704003003,1,17031,"Cook County, IL",17031070400,60614,60614,1714000,"Chicago city, IL",41.9305315,-87.6574255
170310704003008,2,17031,"Cook County, IL",17031070400,60614,60614,1714000,"Chicago city, IL",41.9287172,-87.6573581
170310704003009,1,17031,"Cook County, IL",17031070400,60614,60614,1714000,"Chicago city, IL",41.9282631,-87.6573448
170310705001000,1,17031,"Cook County, IL",17031070500,60614,60614,1714000,"Chicago city, IL",41.9316433,-87.6589814
170310705001001,1,17031,"Cook County, IL",17031070500,60614,60614,1714000,"Chicago city, IL",41.9316295,-87.6595868
170310705001002,1,17031,"Cook County, IL",17031070500,60614,60614,1714000,"Chicago city, IL",41.931626,-87.6601954
170310705001007,1,17031,"Cook County, IL",17031070500,60614,60614,1714000,"Chicago city, IL",41.9298258,-87.658916
170310705002000,1,17031,"Cook County, IL",17031070500,60614,60614,1714000,"Chicago city, IL",41.92728,-87.6598169
170310705002004,2,17031,"Cook County, IL",17031070500,60614,60614,1714000,"Chicago city, IL",41.9262533,-87.661742
170310705002005,2,17031,"Cook County, IL",17031070500,60614,60614,1714000,"Chicago city, IL",41.9255385,-87.659495
170310705002006,1,17031,"Cook County, IL",17031070500,60614,60614,1714000,"Chicago city, IL",41.926017,-87.6598118
170310705003003,1,17031,"Cook County, IL",17031070500,60614,60614,1714000,"Chicago city, IL",41.9315628,-87.6620182
170310705003005,1,17031,"Cook County, IL",17031070500,60614,60614,1714000,"Chicago city, IL",41.931349,-87.6632262
170310705003010,1,17031,"Cook County, IL",17031070500,60614,60614,1714000,"Chicago city, IL",41.9280226,-87.6617168
170310706001005,1,17031,"Cook County, IL",17031070600,60614,60614,1714000,"Chicago city, IL",41.930614,-87.667423
170310706001007,4,17031,"Cook County, IL",17031070600,60614,60614,1714000,"Chicago city, IL",41.9303857,-87.6646964
170310706001011,1,17031,"Cook County, IL",17031070600,60614,60614,1714000,"Chicago city, IL",41.9279472,-87.6668491
170310706002008,1,17031,"Cook County, IL",17031070600,60614,60614,1714000,"Chicago city, IL",41.9263414,-87.6643007
170310706002011,1,17031,"Cook County, IL",17031070600,60614,60614,1714000,"Chicago city, IL",41.9263221,-87.6654877
170310707001001,1,17031,"Cook County, IL",17031070700,60614,60614,1714000,"Chicago city, IL",41.9306458,-87.6692467
170310707001003,1,17031,"Cook County, IL",17031070700,60614,60614,1714000,"Chicago city, IL",41.9318661,-87.6712967
170310707001005,1,17031,"Cook County, IL",17031070700,60614,60614,1714000,"Chicago city, IL",41.9302952,-87.6724285
