GEOID,pop,scenario,today
170978639021,1197,,
170978639022,1131,,
170978639023,3672,,
170978639031,956,,
170978639032,1616,,
170978639033,1045,,
170978639034,807,,
170978639041,4008,,
170978639042,1964,,
170978640011,1716,,
170978640012,2072,,
170978640013,2482,,
170978640021,1057,,
170978640022,1492,,
170978640023,1638,,
170978640024,1881,,
170978641051,2435,,
170978641052,1626,,
170978641053,1945,,
170978641061,1082,,
170978641062,1501,,
170978641063,1440,,
170978641071,2426,,
170978641072,2494,,
170978641081,2689,,
170978641082,1897,,
170978641083,1282,,
170978641091,4274,,
170978641092,1922,,
170978641101,3137,,
170978641102,1865,,
170978641103,1231,,
170978642031,1582,,
170978642032,2728,,
170978642041,1745,,
170978642042,1211,,
170978642043,1528,,
170978642061,1805,,
170978642062,1673,,
170978642071,1469,,
170978642072,3323,,
170978642073,2686,,
170978642081,1687,,
170978642082,2191,,
170978643031,1484,,
170978643032,1529,,
170978643033,1568,,
170978643051,2462,,
170978643052,764,,
170978643053,804,,
170978643061,1095,,
170978643062,1197,,
170978643071,1861,,
170978643081,1516,,
170978643082,1133,84,84
170978643083,1879,,
170978644021,3617,,
170978644022,2690,,
170978644023,1861,,
170978644031,1655,,
170978644032,1980,,
170978644033,2217,,
170978644071,3497,,
170978644072,3135,,
170978644081,1926,,
170978644082,2350,,
170978644083,1956,,
170978644091,889,,
170978644092,2459,,
170978644093,1224,,
170978644101,1914,,
170978644102,3152,,
170978644111,1175,,
170978644112,1903,,
170978644113,1773,,
170978644121,1834,,
170978644122,2256,,
170978645101,2179,,
170978645102,2782,,
170978645111,1545,,
170978645112,2813,,
170978645113,699,,
170978645114,1346,,
170978645121,2379,,
170978645122,2280,,
170978645131,2633,,
170978645132,1437,,
170978645133,1129,,
170978645134,1102,,
170978645141,2653,,
170978645151,1985,,
170978645152,1035,,
170978645161,1146,,
170978645162,1265,,
170978645163,2284,,
170978645171,2557,,
170978645172,376,,
170978645181,1755,,
170978645182,1715,,
170978645183,833,,
170978645184,1291,,
170978645191,2487,,
170978645192,2682,,
170978645201,2451,,
170978645202,1402,51,51
170978645203,1845,,
170978645211,756,,
170978645212,1781,,
170978645221,1949,,
170978645222,1412,,
170978645223,1606,,
170978645231,1707,,
170978645232,2317,,
170978645241,1099,,
170978645242,2198,56,56
170978646011,1127,,
170978646012,2479,,
170978646021,2064,,
170978646022,1760,,
170978647001,851,,
170978647002,826,,
170978647003,1237,,
170978648011,1794,,
170978648012,905,,
170978648013,1826,,
170978648014,1036,,
170978648021,3093,,
170978649011,2657,,
170978649012,1714,,
170978649031,2217,,
170978649032,1361,,
170978649033,1329,89,89
170978649041,926,,
170978649042,1524,,
170978650001,1276,,
170978652001,1010,,
170978652002,1064,,
170978652003,1412,,
170978652004,1875,,
170978653001,1792,,
170978653002,684,,
170978653003,1029,,
170978654001,878,,
170978654002,991,,
170978654003,1086,,
170978654004,1242,,
170978655011,1525,,
170978655012,945,,
170978655021,864,,
170978655022,1449,,
170978656001,707,,
170978656002,713,,
170978656003,869,,
170978656004,1208,,
170978657001,1639,,
170978657002,1350,,
170978657003,1010,,
170978657004,1986,,
170978658011,1002,,
170978658012,1547,,
170978658013,708,,
170978658021,2945,,
170978660001,586,,
170978660002,1330,,
170978660003,1118,,
170978660004,858,,
170978660005,2950,,
170978661001,1730,,
170978661002,1703,,
170978662001,2941,,
170978662002,1525,,
170978662003,1696,,
171118701031,1091,,
171118701032,1426,,
171118701041,1866,,
171118701042,1724,,
171118701043,1258,,
171118701051,1565,,
171118701052,1939,,
171118701061,1029,,
171118701062,2062,,
171118702001,2275,,
171118702002,1187,,
171118702003,1377,,
171118702004,1120,,
171118703011,2395,,
171118703012,821,,
171118703013,1329,,
171118703021,1560,,
171118703022,1542,,
171118703023,1448,,
171118704021,2069,,
171118704022,1090,,
171118704023,2725,,
171118704031,1909,,
171118704032,2495,,
171118704041,2273,,
171118704042,1623,,
171118705011,2513,,
171118705012,1838,,
171118705021,1335,,
171118705022,829,,
171118705023,1183,,
171118705024,621,,
171118705025,669,,
171118706031,2301,,
171118706032,2056,,
171118706041,1851,,
171118706042,2562,,
171118706043,1700,,
171118706051,1474,,
171118706052,1815,,
171118706053,1413,,
171118706054,1620,,
171118706061,1082,,
171118706062,1674,,
171118706063,1189,,
171118707021,1569,,
171118707022,2366,,
171118707023,1294,,
171118707024,2359,,
171118707031,657,,
171118707032,1924,,
171118707033,1264,,
171118707034,1505,,
171118707041,756,,
171118707042,1056,,
171118707043,1088,,
171118707044,705,,
171118708071,1952,,
171118708072,1026,,
171118708073,2200,,
171118708081,2176,,
171118708082,1506,,
171118708091,1593,,
171118708092,1928,,
171118708093,1500,,
171118708094,1780,,
171118708101,763,,
171118708102,1984,,
171118708103,1659,,
171118708111,2006,,
171118708112,1122,,
171118708113,1365,,
171118708121,1129,,
171118708122,776,,
171118708123,1280,,
171118708124,1530,,
171118708131,2516,,
171118708132,959,,
171118708133,1640,,
171118708141,2113,,
171118708142,1841,,
171118709031,1723,,
171118709032,755,,
171118709033,1122,,
171118709041,859,,
171118709042,2046,,
171118709043,1907,,
171118709051,1918,,
171118709052,1062,,
171118709053,1703,,
171118709061,1754,,
171118709062,1602,,
171118709063,2154,,
171118709071,1349,,
171118709072,1618,,
171118710031,1028,,
171118710032,879,,
171118710033,2445,,
171118710041,1914,,
171118710042,1026,,
171118710043,1465,,
171118710044,1667,,
171118711051,1413,,
171118711052,886,,
171118711053,1015,,
171118711054,1913,,
171118711071,2193,,
171118711072,1172,,
171118711073,2004,,
171118711081,1943,,
171118711082,1649,,
171118711083,1964,,
171118711091,1784,,
171118711092,1270,,
171118711093,1834,,
171118711101,1807,,
171118711102,2553,,
171118711111,1700,,
171118711112,1815,,
171118711113,1837,,
171118711121,1980,,
171118711122,1457,,
171118711123,1907,,
171118711131,2147,,
171118711132,1841,,
171118711141,1202,,
171118711142,2512,,
171118711143,1285,,
171118711151,1146,,
171118711152,1848,,
171118712011,1346,,
171118712012,2105,,
171118712013,661,,
171118712014,2667,,
171118712021,1812,,
171118712022,1534,,
171118712023,1406,,
171118712024,1075,,
171118712051,1800,,
171118712052,1865,,
171118712053,931,,
171118712061,1576,,
171118712062,1749,,
171118712063,1078,,
171118712064,2245,,
171118712071,2438,,
171118712072,1107,,
171118712073,1227,,
171118712081,2228,,
171118712082,1592,,
171118712091,841,,
171118712092,1518,,
171118712093,1123,,
171118713011,1187,,
171118713012,718,,
171118713013,1201,,
171118713014,1725,,
171118713041,2686,,
171118713042,731,,
171118713051,1774,,
171118713052,1460,,
171118713053,1801,,
171118713054,1467,,
171118713071,1929,,
171118713072,603,,
171118713073,2114,,
171118713101,1345,,
171118713102,1549,,
171118713103,1429,,
171118713111,2451,,
171118713112,1319,,
171118713113,1016,,
171118713121,2184,,
171118713122,1688,,
171118713123,2521,,
171118713131,1793,,
171118714021,1481,,
171118714022,883,,
171118714023,2107,,
171118714024,834,,
171118714025,794,,
171118714041,2271,,
171118714042,2118,,
171118715011,2452,,
171118715012,1721,,
171118715013,2129,,
171118715021,860,,
171118715022,1477,,
171118715023,1366,,
171118715024,4708,,
171118716001,896,,
171118716002,1192,,
171118716003,932,,
171118716004,1510,,
171978801051,1912,,
171978801052,2050,,
171978801053,1587,,
171978801054,1922,,
171978801061,1481,,
171978801062,983,,
171978801063,2030,,
171978801071,1445,,
171978801072,1402,,
171978801073,1396,,
171978801074,858,,
171978801091,1156,,
171978801092,986,,
171978801093,2033,,
171978801094,1108,,
171978801111,1455,,
171978801112,983,,
171978801113,1245,,
171978801121,1096,,
171978801122,935,,
171978801131,1529,,
171978801132,1230,,
171978801133,966,,
171978801141,1830,,
171978801142,1066,,
171978801151,2037,,
171978801152,1239,,
171978801161,1581,,
171978801162,1332,,
171978801171,467,,
171978801172,1714,,
171978801173,1468,,
171978801181,1401,,
171978801182,1006,,
171978801183,1242,,
171978801184,1027,,
171978801191,1461,,
171978801192,1540,,
171978801193,1444,,
171978801221,2214,,
171978801222,1519,,
171978801223,2181,,
171978801231,1992,,
171978801232,1717,,
171978801241,1421,,
171978801242,2519,,
171978801251,1973,,
171978801252,1647,,
171978801253,1843,,
171978802021,1268,,
171978802022,1413,,
171978802023,2035,,
171978802031,1315,,
171978802032,1711,,
171978802033,787,,
171978802041,2830,,
171978802042,2244,,
171978802043,1076,,
171978803031,1526,,
171978803032,1380,,
171978803033,1211,,
171978803041,1206,,
171978803042,1165,,
171978803043,1304,,
171978803044,1343,,
171978803051,986,,
171978803052,1613,,
171978803053,1060,,
171978803054,1751,,
171978803071,1317,,
171978803072,2145,,
171978803073,2986,,
171978803091,1316,,
171978803092,1032,,
171978803093,1151,,
171978803094,1460,,
171978803141,2121,,
171978803142,1614,,
171978803143,2246,,
171978803144,1497,,
171978803151,2744,,
171978803152,1102,,
171978803161,1913,,
171978803162,1911,,
171978803171,4142,,
171978803172,2241,,
171978803181,2262,,
171978803182,1456,,
171978803191,1457,,
171978803192,1863,,
171978803193,1690,,
171978803201,1525,,
171978803202,1956,,
171978803211,1796,,
171978803212,2145,,
171978803221,1598,,
171978803222,1451,,
171978803223,3678,,
171978803231,2646,,
171978803232,4136,,
171978803241,1880,,
171978803242,1419,,
171978803243,1899,,
171978803251,1649,,
171978803252,1624,,
171978803261,1979,,
171978803262,1302,,
171978804081,1598,,
171978804082,1950,,
171978804083,1502,,
171978804111,1794,,
171978804112,1534,,
171978804121,927,,
171978804122,1275,,
171978804123,1987,,
171978804141,1488,,
171978804142,1124,,
171978804143,1669,,
171978804161,1565,,
171978804162,1593,,
171978804171,1132,,
171978804172,1421,,
171978804181,1598,,
171978804182,1988,,
171978804183,1347,,
171978804211,1899,,
171978804212,890,,
171978804213,1922,,
171978804214,1696,,
171978804221,1391,,
171978804222,2397,,
171978804231,3763,,
171978804241,2679,,
171978804242,2452,,
171978804251,1696,,
171978804252,2953,,
171978804261,1511,,
171978804262,1429,,
171978804263,1241,,
171978804271,2733,,
171978804281,1833,,
171978804282,1832,,
171978804283,1214,,
171978804291,1651,,
171978804292,1973,,
171978804293,1329,,
171978804301,1733,,
171978804302,1990,,
171978804311,2056,,
171978804312,2177,,
171978804313,2029,,
171978804321,1950,,
171978804322,2325,,
171978805021,1327,,
171978805022,1176,,
171978805023,1212,,
171978805024,1283,,
171978805031,1464,,
171978805032,1527,,
171978805033,1359,,
171978805081,2042,,
171978805082,1733,,
171978805091,1344,,
171978805092,1207,,
171978805093,1357,,
171978805101,2029,,
171978805102,1158,,
171978805111,2025,,
171978805112,1972,,
171978806011,1801,,
171978806012,1268,,
171978806021,1035,,
171978806022,1189,,
171978806023,1165,,
171978807011,2344,,
171978807012,2061,,
171978807021,944,,
171978807022,735,,
171978807023,1033,,
171978809011,1491,,
171978809012,1648,,
171978809013,1706,,
171978809014,1311,,
171978809031,1041,,
171978809032,2027,,
171978809051,1424,,
171978809052,1281,,
171978810011,1032,,
171978810012,1336,,
171978810013,1497,,
171978810014,1546,,
171978810021,1281,,
171978810022,1204,,
171978810023,1565,,
171978810024,1006,,
171978810051,1312,,
171978810052,1080,,
171978810053,1197,,
171978810061,1086,,
171978810062,1387,,
171978810071,2016,,
171978810072,2196,,
171978810073,1631,,
171978810091,2492,,
171978810092,2109,,
171978810093,1562,,
171978810094,1809,,
171978810101,2033,,
171978810102,2023,,
171978810111,1709,,
171978810112,1692,,
171978810121,1563,,
171978810122,1390,,
171978811051,2075,,
171978811052,2124,,
171978811053,3344,,
171978811071,1345,,
171978811072,1512,,
171978811081,2244,,
171978811082,2102,,
171978811083,2400,,
171978811091,1252,,
171978811092,1583,,
171978811093,1563,,
171978811111,1391,,
171978811112,1580,,
171978811121,1594,,
171978811122,2629,,
171978811123,1358,,
171978811131,1933,,
171978811132,1051,,
171978811133,2509,,
171978811151,1545,,
171978811152,999,,
171978811153,1767,,
171978811161,2234,,
171978811162,1575,,
171978812011,1264,,
171978812012,1196,,
171978812021,2095,,
171978813011,809,,
171978813012,2231,,
171978813021,1307,,
171978814011,1182,,
171978814012,1002,,
171978814013,1229,,
171978814021,1114,,
171978814022,1049,,
171978814023,1132,,
171978815001,1224,,
171978815002,1365,,
171978815003,969,,
171978816011,873,,
171978816012,1106,,
171978816031,1591,,
171978816032,1710,,
171978816041,1151,,
171978816042,1466,,
171978817001,969,,
171978817002,1073,,
171978817003,1128,,
171978818001,1264,,
171978818002,1114,,
171978818003,1679,,
171978819001,1179,,
171978819002,618,,
171978819003,867,,
171978819004,1106,,
171978820001,885,,
171978820002,2267,,
171978821001,1194,,
171978821002,1183,,
171978822001,3687,,
171978822002,1137,,
171978823001,1192,,
171978823002,1255,,
171978823003,1444,,
171978824001,1585,,
171978824002,2226,,
171978825001,934,,
171978825002,1156,,
171978826011,1086,,
171978826012,1149,,
171978826013,1066,,
171978826021,1318,,
171978826022,1491,,
171978827011,714,,
171978827012,1785,,
171978827021,1199,,
171978827022,856,,
171978827023,1040,,
171978828011,1517,,
171978828012,1205,,
171978828021,1129,,
171978828022,1076,,
171978828023,813,,
171978829001,1045,,
171978829002,1342,,
171978830001,1262,,
171978830002,978,,
171978830003,1188,,
171978831001,1591,,
171978831002,1006,,
171978831003,1364,,
171978832061,1738,,
171978832062,1451,,
171978832063,1022,,
171978832081,1641,,
171978832082,1524,,
171978832091,923,,
171978832092,902,,
171978832093,1076,,
171978832101,1530,,
171978832102,1205,,
171978832111,2901,,
171978832112,1707,,
171978832113,1976,,
171978832121,1546,,
171978832122,1627,,
171978832123,3066,,
171978832131,1911,,
171978832132,1768,,
171978832133,2193,,
171978832141,1453,,
171978832142,922,,
171978832161,1552,,
171978832162,808,,
171978832163,889,,
171978832171,1811,,
171978832172,1140,,
171978832173,1152,,
171978832181,1892,,
171978832182,2387,,
171978832191,1884,,
171978832192,1882,,
171978833031,1682,,
171978833032,2225,,
171978833041,922,,
171978833042,799,,
171978833051,1817,,
171978833052,1228,,
171978833061,2360,,
171978833062,1207,,
171978833071,2168,,
171978833072,1730,,
171978834011,933,,
171978834012,1126,,
171978834013,789,,
171978834014,1170,,
171978834021,846,,
171978834022,1094,,
171978835041,2490,,
171978835042,1468,,
171978835043,1636,,
171978835051,1349,,
171978835052,1915,,
171978835053,1304,,
171978835054,2431,,
171978835055,1770,,
171978835071,1862,,
171978835072,2016,,
171978835091,1455,,
171978835092,1806,,
171978835093,1260,,
171978835101,4346,,
171978835102,2711,,
171978835111,1622,,
171978835112,1630,,
171978835113,1602,,
171978835131,2125,,
171978835132,2197,,
171978835133,1319,,
171978835141,1138,,
171978835142,1194,,
171978835143,1688,,
171978835144,1255,,
171978835145,1939,,
171978835151,1678,,
171978835152,1390,,
171978835153,1115,,
171978835161,2729,,
171978835162,1447,,
171978835163,1735,,
171978835164,2184,,
171978835171,1508,,
171978835172,1758,,
171978835191,1511,,
171978835192,1311,,
171978835193,1357,,
171978835194,1422,,
171978835211,1268,,
171978835212,911,,
171978835213,1125,,
171978835221,1170,,
171978835222,959,,
171978835223,1146,,
171978836021,1083,,
171978836022,1700,,
171978836023,1532,,
171978836024,1193,,
171978836031,1552,,
171978836032,1460,,
171978836051,1634,,
171978836052,1257,,
171978836061,2320,,
171978836062,1818,,
171978837001,1052,,
171978837002,1035,,
171978837003,1168,,
171978838031,1069,,
171978838032,1431,,
171978838041,1362,,
171978838042,1497,,
171978838061,1405,,
171978838062,1876,,
171978838081,704,,
171978838082,710,,
171978838091,1724,,
171978838092,1906,,
171978838101,1135,,
171978838102,1650,,
171978838103,1010,,
171978838111,1426,,
171978838112,1599,,
171978839021,2419,,
171978839022,2168,,
171978839023,1114,,
171978839024,794,,
171978839031,1793,,
171978839041,1838,,
171978839042,1235,,
171978839043,1292,,
171978840031,1990,,
171978840032,954,,
171978840033,1456,,
171978840041,1033,,
171978840042,1431,,
171978840051,1367,,
171978840061,834,,
171978840062,1290,,
171978841011,1329,,
171978841012,1174,,
171978841013,1241,,
171978841031,1383,,
171978841032,1259,,
171979801001,2739,,
