GEOID,pop,scenario,today
170318075001,1122,70,70
170318075002,903,72,72
170318075003,1302,74,74
170318076001,1305,77,77
170318076002,1656,60,60
170318076003,860,68,68
170318076004,1325,66,66
170318076005,1559,64,64
170318077001,2049,52,52
170318077002,1566,53,53
170318077003,1132,47,47
170318077004,1400,47,47
170318078001,1410,47,47
170318078002,1468,46,46
170318079001,1490,53,53
170318079002,1293,58,58
170318079003,1418,50,50
170318080011,1348,54,54
170318080012,1184,61,61
170318080013,1449,61,61
170318080021,1263,60,60
170318080022,1641,71,71
170318080023,1562,65,65
170318080024,815,71,71
170318081001,2090,44,44
170318081002,1920,49,49
170318082001,2426,55,55
170318082002,1556,48,48
170318082003,1664,53,53
170318083011,1182,55,55
170318083012,2842,63,63
170318083013,1266,56,56
170318083014,1230,58,58
170318083021,1474,64,64
170318083022,2136,66,66
170318083023,757,48,48
170318084001,1942,69,69
170318084002,896,54,54
170318084003,1784,57,57
170318085001,1356,78,78
170318085002,918,65,65
170318085003,958,61,61
170318085004,1007,57,57
170318086001,1219,77,77
170318086002,1246,67,67
170318087021,2547,77,78
170318087022,805,80,80
170318087023,2129,89,
170318088001,1835,73,86
170318088002,2153,86,86
170318089001,1403,78,87
170318089002,803,86,87
170318089003,1943,87,87
170318090001,688,,
170318090002,879,,
170318090003,1388,,
170318090004,1046,89,89
170318091001,1312,76,84
170318091002,884,86,89
170318091003,1241,82,
170318092001,1161,73,73
170318092002,1390,75,75
170318092003,1362,74,74
170318092004,1067,79,79
170318093001,962,87,87
170318093002,1892,81,82
170318093003,2189,79,79
170318094011,1098,78,80
170318094012,1649,75,77
170318094021,2097,68,71
170318094022,1277,74,75
170318095001,1803,71,75
170318095002,1536,69,75
170318095003,1007,78,79
170318096001,824,77,77
170318096002,1182,70,70
170318096003,1313,74,74
170318097001,1212,76,76
170318097002,1679,70,70
170318097003,823,77,77
170318098001,926,78,79
170318098002,1752,73,81
170318099001,1307,77,88
170318099002,1739,69,83
170318100001,1918,68,82
170318100002,2249,73,82
170318100003,1473,81,86
170318101001,677,66,82
170318101002,1054,69,83
170318101003,895,76,82
170318101004,806,77,84
170318101005,1048,71,79
170318102001,1005,73,78
170318102002,1135,64,71
170318102003,1114,68,78
170318102004,1423,76,81
170318102005,670,81,82
170318102006,875,77,83
170318103011,781,78,78
170318103012,884,76,76
170318103013,1294,71,71
170318103014,1146,76,76
170318103021,1402,78,80
170318103022,1084,78,78
170318103023,874,76,76
170318104001,839,37,37
170318104002,1227,37,37
170318104003,2291,36,36
170318104004,1052,33,33
170318105011,1216,39,39
170318105012,1102,41,41
170318105013,1054,42,42
170318105014,1007,52,52
170318105015,914,47,47
170318105021,986,39,39
170318105022,812,42,42
170318105023,1714,38,38
170318105024,928,41,41
170318105025,915,44,44
170318106001,1555,48,48
170318106002,1719,41,41
170318106003,1675,38,38
170318107011,1285,48,48
170318107012,1256,48,51
170318107013,1111,45,51
170318107014,1213,43,51
170318107021,1360,40,51
170318107022,866,44,57
170318107023,1688,43,56
170318108001,926,35,58
170318108002,1610,49,50
170318108003,1400,43,57
170318108004,1188,39,58
170318109001,1817,39,51
170318109002,1467,44,52
170318109003,778,46,54
170318109004,911,50,55
170318109005,1387,47,57
170318110001,712,47,61
170318110002,820,52,61
170318110003,778,56,62
170318110004,823,59,63
170318110005,1125,63,68
170318111001,2438,42,44
170318111002,1882,43,50
170318111003,905,42,50
170318111004,1478,33,44
170318112001,985,31,52
170318112002,1579,40,48
170318112003,977,48,58
170318112004,1182,44,52
170318112005,678,39,51
170318113011,1229,51,51
170318113012,916,53,53
170318113013,1274,51,51
170318113014,1383,55,55
170318113021,1239,50,50
170318113022,2326,58,58
170318114011,893,43,43
170318114012,1038,45,45
170318114013,1058,45,45
170318114014,921,39,46
170318114015,1091,37,47
170318114021,1348,50,50
170318114022,1647,51,51
170318114023,1577,53,53
170318115001,1743,36,43
170318115002,1629,47,47
170318115003,1232,47,47
170318115004,1427,45,45
170318116001,1596,33,37
170318116002,1468,44,44
170318116003,1459,39,39
170318116004,1530,41,41
170318117011,2269,73,73
170318117012,1186,51,51
170318117021,1199,82,82
170318117022,1821,71,71
170318117023,2364,59,59
170318118001,965,62,62
170318118002,1420,77,77
170318118003,1631,74,74
170318118004,1628,68,68
170318119001,1078,50,56
170318119002,1005,53,60
170318119003,1375,62,69
170318119004,2593,68,72
170318120001,769,55,64
170318120002,718,57,66
170318120003,1494,67,72
170318120004,720,69,74
170318120005,1090,71,72
170318120006,875,65,68
170318121001,962,59,61
170318121002,1031,61,61
170318121003,1083,65,65
170318121004,864,62,65
170318121005,823,55,64
170318122001,1005,54,67
170318122002,861,64,70
170318122003,1190,55,61
170318122004,928,53,59
170318123011,805,55,64
170318123012,2669,56,65
170318123013,1504,64,71
170318123021,959,53,59
170318123022,1043,54,62
170318123023,679,54,62
170318124001,1346,64,74
170318124002,1024,64,73
170318124003,1088,63,69
170318125001,1029,63,63
170318125002,826,66,66
170318125003,955,66,72
170318125004,870,64,70
170318126001,809,68,68
170318126002,1217,68,68
170318126003,1078,68,73
170318126004,794,68,73
170318127001,1063,68,78
170318127002,942,68,81
170318127003,1187,68,79
170318128011,2375,56,67
170318128012,1012,54,66
170318128021,650,60,70
170318128022,757,65,71
170318128023,1114,64,77
170318129001,942,75,85
170318129002,1086,76,86
170318129003,1337,69,86
170318129004,1481,61,77
170318130001,684,70,70
170318130002,922,72,72
170318130003,771,80,80
170318130004,848,68,77
170318130005,710,70,82
170318131001,981,72,72
170318131002,966,72,72
170318131003,748,80,80
170318131004,607,78,78
170318131005,1376,85,85
170318132001,837,74,83
170318132002,860,76,84
170318132003,833,70,85
170318132004,954,67,86
170318132005,1098,64,84
170318133011,1655,76,87
170318133012,841,75,88
170318133013,1138,73,85
170318133021,1690,71,86
170318133022,2168,68,83
170318134001,1444,79,83
170318134002,1103,85,88
170318134003,1153,88,
170318134004,1564,85,87
170318134005,1308,83,83
170318134006,999,78,78
170318135001,1591,77,77
170318135002,1367,82,85
170318135003,1022,86,
170318135004,1695,86,87
170318135005,1494,80,80
170318136001,1408,,
170318136002,2212,,
170318136003,1823,86,
170318137011,2134,75,88
170318137012,1752,78,85
170318137021,1171,72,79
170318137022,607,72,78
170318137023,1301,71,84
170318137024,1120,72,83
170318138011,843,76,85
170318138012,889,71,82
170318138013,1124,73,83
170318138021,1071,82,87
170318138022,1145,85,87
170318138023,1257,85,87
170318138024,1485,79,86
170318139001,1734,89,
170318139002,1325,,
170318139003,1100,,
170318139004,1177,,
170318139005,1432,88,
170318140001,1308,86,
170318140002,1242,86,
170318140003,1085,88,
170318140004,1071,89,
170318141001,2295,85,86
170318141002,1441,89,
170318141003,947,,
170318142001,1417,78,
170318142002,832,,
170318142003,1328,,
170318142004,1765,87,
170318142005,1231,84,
170318142006,1098,80,
170318143001,2203,,
170318143002,2487,,
170318144001,1126,,
170318144002,1172,,
170318144003,1427,,
170318144004,1304,,
170318144005,1809,,
170318144006,943,,
170318145001,2386,88,
170318145002,1425,,
170318145003,1584,,
170318146001,1219,83,83
170318146002,1226,87,87
170318146003,1097,,
170318146004,1044,86,86
170318146005,1030,78,88
170318147001,1105,76,86
170318147002,1008,74,89
170318147003,1046,69,87
170318147004,1263,70,86
170318147005,1126,63,83
170318148001,2022,67,87
170318148002,1555,72,
170318148003,1021,76,
170318148004,1056,82,
170318148005,791,80,
170318149001,1262,87,
170318149002,1692,83,
170318149003,2155,80,
170318149004,1448,78,
170318150001,1454,88,
170318150002,1068,86,
170318150003,1732,81,
170318151001,1181,85,
170318151002,1258,85,
170318151003,1879,85,
170318152001,1748,88,
170318152002,1212,82,
170318152003,1405,78,
170318152004,1112,82,
170318152005,1424,84,
170318153001,974,85,
170318153002,1007,77,
170318153003,904,79,
170318153004,871,79,
170318154001,1394,83,
170318154002,908,80,
170318154003,1835,77,
170318154004,1408,74,
170318155001,1598,87,
170318155002,908,,
170318155003,1073,,
170318155004,1129,87,
170318155005,1381,,
170318155006,1321,88,
170318155007,900,81,
170318156001,981,82,85
170318156002,1165,85,87
170318156003,1358,,
170318156004,861,79,79
170318156005,1243,81,81
170318157011,1166,82,
170318157012,828,,
170318157013,1142,76,
170318157014,988,76,
170318157021,712,84,
170318157022,1215,85,
170318157023,1597,88,
170318157024,748,86,88
170318157025,1030,86,89
170318158001,1630,84,86
170318159001,1147,60,68
170318159002,1735,58,69
170318159003,1891,65,75
170318160001,1270,60,74
170318160002,1077,66,76
170318160003,960,70,76
170318161001,704,61,81
170318161002,1219,65,84
170318161003,857,64,84
170318161004,950,75,85
170318161005,1247,71,82
170318161006,1282,75,80
170318162001,1812,61,69
170318162002,847,52,64
170318162003,1504,64,64
170318163001,929,54,54
170318163002,1582,56,56
170318163003,1198,58,58
170318163004,1069,54,54
170318164011,1298,59,59
170318164012,921,57,57
170318164013,1189,57,57
170318164014,1256,59,59
170318164021,1337,57,57
170318164022,1267,58,58
170318164023,812,64,64
170318164024,1044,60,60
170318165001,1164,63,63
170318165002,2058,57,57
170318165003,1040,62,62
170318166001,1177,55,55
170318166002,1461,56,56
170318166003,1884,53,53
170318167001,953,57,57
170318167002,1740,65,65
170318168001,1894,75,85
170318168002,1762,79,79
170318168003,1093,83,85
170318168004,1016,,
170318169001,1192,63,63
170318169002,1427,62,62
170318169003,1213,62,62
170318169004,1729,69,69
170318170001,741,64,64
170318170002,761,66,66
170318170003,1061,66,66
170318170004,1496,62,62
170318170005,1451,64,64
170318171011,955,62,62
170318171012,1254,64,64
170318171013,1298,65,65
170318171014,1056,64,64
170318171021,1136,64,64
170318171022,908,67,67
170318171023,1114,72,72
170318172001,1580,58,59
170318172002,1011,61,61
170318172003,1307,60,60
170318172004,923,62,62
170318173001,2799,68,68
170318174001,832,53,63
170318174002,1271,48,59
170318174003,1549,52,62
170318175001,818,66,66
170318175002,854,67,67
170318175003,916,62,65
170318175004,1024,64,64
170318176001,1211,68,68
170318176002,1318,73,73
170318176003,1296,73,73
170318177001,991,81,81
170318177002,1268,75,75
170318177003,1649,70,70
170318177004,895,67,67
170318179001,1338,76,76
170318179002,1147,77,77
170318179003,926,84,84
170318179004,955,79,79
170318179005,1166,74,74
170318180001,1913,76,76
170318180002,1043,81,81
170318180003,1472,83,83
170318181001,1120,78,78
170318181002,1210,71,71
170318182001,1112,73,73
170318182002,853,73,73
170318182003,967,77,77
170318182004,1830,66,66
170318183001,1341,,
170318183002,1695,89,89
170318183003,1856,70,70
170318183004,1030,87,87
170318184011,780,81,81
170318184012,872,76,76
170318184013,986,81,81
170318184014,975,88,88
170318184021,817,72,72
170318184022,1004,75,75
170318184023,1461,87,87
170318185001,1508,84,84
170318185002,1573,83,83
170318185003,1689,,
170318185004,880,,
170318186001,1429,82,82
170318186002,2387,,
170318186003,1277,76,76
170318187001,785,,
170318187002,766,,
170318187003,1271,87,87
170318187004,869,88,88
170318188001,916,89,89
170318188002,799,89,89
170318188003,747,89,
170318188004,810,88,89
170318188005,1295,86,86
170318188006,1125,,
170318189001,1275,81,81
170318189002,2006,76,76
170318189003,1215,76,76
170318190001,942,75,75
170318190002,1426,76,76
170318190003,1306,84,84
170318190004,1094,,
170318191001,1045,,
170318191002,1232,88,
170318191003,1272,82,
170318191004,1051,82,
170318192001,976,,
170318192002,1728,,
170318192003,1904,85,
170318192004,1546,,
170318193001,639,84,
170318193002,1401,85,
170318193003,737,86,89
170318194001,1202,,
170318194002,1688,,
170318194003,790,,
170318194004,1023,,
170318194005,983,,
170318195001,1035,76,76
170318195002,782,80,80
170318195003,863,78,78
170318195004,984,86,86
170318196001,818,75,75
170318196002,1120,75,75
170318196003,1220,77,77
170318196004,925,77,77
170318197001,1064,86,86
170318197002,2221,,
170318197003,1638,89,89
170318197004,1105,89,89
170318198011,882,,
170318198012,970,,
170318198013,1391,,
170318198014,784,88,
170318198015,1337,,
170318198021,1305,,
170318198022,1436,,
170318199001,1200,,
170318199002,1292,,
170318199003,1022,,
170318200001,1096,,
170318200002,1134,,
170318201011,809,,
170318201012,1626,,
170318201013,975,,
170318201014,762,,
170318201015,1116,,
170318201016,1288,,
170318201017,1313,,
170318201031,946,88,88
170318201032,833,88,88
170318201033,1289,78,78
170318201034,1217,,
170318201041,1099,,
170318201042,1130,,
170318201043,921,,
170318201044,1303,,
170318202021,1522,,
170318202022,830,,
170318202023,776,,
170318202031,1512,,
170318202032,2526,,
170318202041,1875,,
170318202042,761,,
170318202043,1798,,
170318203001,1786,88,
170318203002,1127,88,
170318203003,1033,89,
170318203004,1642,,
170318204001,1129,,
170318204002,2229,,
170318204003,2198,,
170318205011,723,,
170318205012,1047,,
170318205013,943,,
170318205014,1319,,
170318205015,1873,,
170318205021,1336,,
170318205022,1106,,
170318205023,1791,,
170318205024,1147,,
170318206031,1583,,
170318206032,2141,,
170318206033,1806,,
170318206041,2678,,
170318206042,1011,,
170318206051,1607,,
170318206052,1402,,
170318206053,1514,,
170318206061,1603,,
170318206062,2263,,
170318207001,1915,,
170318207002,1327,,
170318207003,1565,82,
170318207004,2303,82,
170318208001,1443,,
170318208002,1493,,
170318208003,759,88,
170318209011,2394,,
170318209012,1201,,
170318209013,902,,
170318209014,1085,,
170318209021,896,,
170318209022,1520,,
170318209023,1180,,
170318209024,1455,,
170318210011,1413,,
170318210012,1145,,
170318210013,1179,,
170318210014,1468,,
170318210021,1297,,
170318210022,1026,,
170318210023,1111,,
170318210024,888,,
170318210025,1442,,
170318211011,1364,,
170318211012,826,,
170318211013,1245,,
170318211014,1441,,
170318211021,1108,,
170318211022,1155,,
170318211023,999,,
170318211024,969,,
170318212001,955,,
170318212002,1505,,
170318212003,2082,,
170318212004,1099,,
170318213001,844,,
170318213002,2616,,
170318213003,654,,
170318213004,1363,,
170318214011,574,,
170318214012,667,,
170318214013,616,,
170318214014,1013,,
170318214021,1062,,
170318214022,1350,,
170318214023,788,,
170318215001,1421,,
170318216001,732,,
170318216002,1264,,
170318216003,2546,,
170318217001,729,,
170318217002,1077,,
170318217003,1349,,
170318217004,820,,
170318217005,884,,
170318218001,899,,
170318218002,1006,,
170318218003,699,,
170318218004,995,,
170318218005,1029,,
170318218006,787,,
170318219001,926,,
170318219002,965,,
170318219003,1285,,
170318219004,764,,
170318219005,1189,,
170318220001,779,,
170318220002,719,,
170318220003,1074,,
170318220004,906,,
170318220005,865,,
170318221011,1308,,
170318221012,1275,,
170318221013,1017,,
170318221014,1006,,
170318221021,1031,,
170318221022,1578,,
170318221023,1150,,
170318221024,745,,
170318222001,1928,,
170318222002,1081,,
170318222003,920,,
170318223011,1119,,
170318223012,1009,,
170318223013,869,,
170318223014,1091,,
170318223021,1357,,
170318223022,832,,
170318223023,1166,,
170318223024,1092,,
170318224001,1478,,
170318224002,1876,,
170318224003,2192,,
170318224004,816,,
170318225001,998,,
170318225002,910,,
170318225003,1230,,
170318225004,1358,,
170318226011,1696,,
170318226012,2054,,
170318226013,1043,,
170318226021,1492,,
170318226022,2881,,
170318226023,899,,
170318226024,2024,,
170318227011,1468,,
170318227012,1329,,
170318227013,819,,
170318227014,822,,
170318227021,2300,,
170318227022,718,,
170318227023,810,,
170318228011,2014,,
170318228012,1244,,
170318228021,1707,,
170318228022,1004,,
170318228023,958,,
170318229001,2078,,
170318230011,1798,,
170318230012,1068,,
170318230013,890,,
170318230014,1030,,
170318230015,1838,,
170318230021,1409,,
170318230022,1204,,
170318230023,1914,,
170318230024,1479,,
170318231011,1091,,
170318231012,876,,
170318231013,655,,
170318231014,864,,
170318231015,1029,,
170318231021,2101,,
170318231022,1541,,
170318232001,2118,,
170318232002,2657,,
170318233021,1706,,
170318233022,2236,,
170318233023,1797,,
170318233031,816,,
170318233032,860,,
170318233033,886,,
170318233034,840,,
170318233035,1179,,
170318233041,581,,
170318233042,1056,,
170318233043,889,,
170318233044,1002,,
170318233045,835,,
170318233046,1509,,
170318234001,1047,,
170318234002,1335,,
170318234003,756,,
170318234004,1754,,
170318235001,1209,,
170318235002,1273,,
170318235003,1079,,
170318235004,740,,
170318236021,1513,,
170318236022,1344,,
170318236023,1922,,
170318236024,1430,,
170318236031,1287,,
170318236032,734,,
170318236041,727,,
170318236042,820,,
170318236043,1962,,
170318236051,1642,,
170318236052,1573,,
170318236053,962,,
170318237021,2115,,
170318237022,2172,,
170318237023,1932,,
170318237024,831,,
170318237031,1405,,
170318237032,2507,,
170318237033,2207,,
170318237034,2540,,
170318237041,1161,,
170318237042,1783,,
170318237043,1247,,
170318237051,1397,,
170318237052,758,,
170318237053,853,,
170318237054,1658,,
170318238011,2841,,
170318238012,2151,,
170318238013,881,,
170318238031,2299,,
170318238032,1291,,
170318238033,2108,,
170318238034,1448,,
170318238051,1220,,
170318238052,591,,
170318238053,1378,,
170318238061,1127,,
170318238062,931,,
170318238063,869,,
170318238064,920,,
170318239011,2079,,
170318239012,1436,,
170318239031,1370,,
170318239032,983,,
170318239033,1014,,
170318239034,1290,,
170318239041,687,,
170318239042,843,,
170318239043,822,,
170318239044,1691,,
170318240031,2484,,
170318240032,2333,,
170318240033,1425,,
170318240041,2591,,
170318240042,1726,,
170318240043,1057,,
170318240051,2006,,
170318240052,1892,,
170318240053,2035,,
170318240061,2740,,
170318240062,2356,,
170318241051,2797,,
170318241052,1420,,
170318241053,1081,,
170318241054,1999,,
170318241061,2158,,
170318241062,2364,,
170318241063,2499,,
170318241071,818,,
170318241072,1223,,
170318241073,2218,,
170318241074,2488,,
170318241131,1182,,
170318241132,1674,,
170318241133,2313,,
170318241134,1153,,
170318241141,3274,,
170318241142,2025,,
170318241151,1812,,
170318241152,2031,,
170318241161,1837,,
170318241162,721,,
170318241163,1469,,
170318241164,1217,,
170318241191,1748,,
170318241192,1395,,
170318241193,2313,,
170318241211,1770,,
170318241212,1368,,
170318241221,1731,,
170318241222,2494,,
170318241223,1984,,
170318241231,1096,,
170318241232,2203,,
170318241233,2137,,
170318241234,1262,,
170318241235,1055,,
170318241241,1453,,
170318241242,2226,,
170318241251,2250,,
170318241252,1848,,
170318241261,2277,,
170318241262,3674,,
170318241271,1830,,
170318241272,1876,,
170318241281,1797,,
170318241282,2841,,
170318241291,2353,,
170318241292,2004,,
170318243001,1175,,
170318243002,2049,,
170318243003,1275,,
170318244001,2007,,
170318245031,865,,
170318245032,1321,,
170318245033,1161,,
170318245034,1911,,
170318245035,1622,,
170318245051,1856,,
170318245052,2297,,
170318245053,854,,
170318245054,1776,,
170318245071,2301,,
170318245072,1835,,
170318245081,2056,,
170318245082,1643,,
170318245091,947,,
170318245092,939,,
170318245093,2268,,
170318246011,1174,,
170318246012,1111,,
170318246013,726,,
170318246014,1381,,
170318246021,1436,,
170318246022,1564,,
170318246023,1534,,
170318246024,701,,
170318246025,1010,,
170318247011,1833,,
170318247012,1037,,
170318247013,912,,
170318247021,1390,,
170318247022,1665,,
170318247023,2398,,
170318248001,1665,,
170318248002,2013,,
170318248003,1712,,
170318248004,1788,,
170318249001,1324,,
170318249002,1920,,
170318250001,1741,,
170318250002,1449,,
170318250003,1576,,
170318252001,690,,
170318252002,1326,,
170318253021,1763,,
170318253022,1931,,
170318253023,2244,,
170318253031,1423,,
170318253032,1022,,
170318253033,602,,
170318253034,738,,
170318253041,1848,,
170318253042,2075,,
170318254001,1592,,
170318254002,2377,,
170318254003,1368,,
170318255011,923,,
170318255012,2567,,
170318255013,2276,,
170318255031,780,,
170318255032,1221,,
170318255033,1203,,
170318255034,1521,,
170318255035,1815,,
170318255041,1858,,
170318255042,1733,,
170318255051,1489,,
170318255052,1044,,
170318255053,1187,,
170318255054,1644,,
170318256001,1350,,
170318256002,1792,,
170318256003,1347,,
170318256004,649,,
170318257001,794,,
170318257002,2016,,
170318257003,1236,,
170318258011,692,,
170318258012,1705,,
170318258013,1172,,
170318258021,1942,,
170318258022,1872,,
170318258023,2048,,
170318258031,1453,,
170318258032,842,,
170318258033,972,,
170318258034,1163,,
170318258035,1478,,
170318259001,1071,,
170318259002,1148,,
170318259003,1077,,
170318260001,644,,
170318260002,1038,,
170318260003,978,,
170318261001,1029,,
170318261002,773,,
170318261003,1196,,
170318261004,892,,
170318261005,845,,
170318261006,1196,,
170318262011,654,,
170318262012,793,,
170318262013,1100,,
170318262014,1297,,
170318262021,1598,,
170318262022,725,,
170318262023,1402,,
170318262024,599,,
170318262025,1386,,
170318263011,1352,,
170318263012,1462,,
170318263013,1109,,
170318263031,885,,
170318263032,836,,
170318263033,1035,,
170318263034,1312,,
170318263041,967,,
170318263042,823,,
170318263043,1084,,
170318264011,1821,,
170318264012,1904,,
170318264021,901,,
170318264022,886,,
170318264023,1298,,
170318264024,945,,
170318264025,698,,
170318265001,1731,,
170318265002,766,,
170318265003,1476,,
170318265004,1641,,
170318266001,973,,
170318266002,1023,,
170318266003,1319,,
170318266004,693,,
170318266005,587,,
170318267001,1233,,
170318267002,1561,,
170318267003,841,,
170318267004,938,,
170318268001,1081,,
170318268002,1614,,
170318268003,1050,,
170318268004,851,,
170318269011,1462,,
170318269021,502,,
170318269022,753,,
170318270001,1209,,
170318270002,801,,
170318270003,958,,
170318271001,753,,
170318271002,741,,
170318271003,771,,
170318272001,1505,,
170318272002,674,,
170318272003,797,,
170318272004,717,,
170318273001,475,,
170318273002,771,,
170318273003,1031,,
170318274001,563,,
170318274002,985,,
170318274003,691,,
170318274004,991,,
170318275001,1298,,
170318275002,2144,,
170318275003,1023,,
170318276001,835,,
170318276002,1581,,
170318276003,596,,
170318277001,1530,,
170318277002,922,,
170318278011,1322,,
170318278012,1971,,
170318278013,1352,,
170318278021,1555,,
170318278022,1759,,
170318278041,1285,,
170318278042,804,,
170318278043,1060,,
170318278051,962,,
170318278052,1227,,
170318278053,764,,
170318279011,819,,
170318279012,1602,,
170318279021,1130,,
170318279022,1319,,
170318279023,1218,,
170318279024,891,,
170318280001,1266,,
170318280002,1014,,
170318280003,1688,,
170318280004,1443,,
170318281001,947,,
170318281002,1414,,
170318281003,989,,
170318281004,979,,
170318281005,754,,
170318282011,2497,,
170318282012,912,,
170318282013,1082,,
170318282021,1244,,
170318282022,1079,,
170318282023,1294,,
170318282024,973,,
170318283001,1805,,
170318283002,1558,,
170318284011,848,,
170318284012,976,,
170318284013,691,,
170318284014,1083,,
170318284021,1040,,
170318284022,1580,,
170318284023,1068,,
170318285031,1309,,
170318285032,1378,,
170318285033,734,,
170318285034,901,,
170318285041,2193,,
170318285042,1122,,
170318285043,831,,
170318285044,1328,,
170318285051,981,,
170318285052,943,,
170318285053,773,,
170318285054,1182,,
170318285055,2803,,
170318285071,1095,,
170318285072,2904,,
170318285081,962,,
170318285082,829,,
170318285083,1258,,
170318285084,1581,,
170318286011,910,,
170318286012,1111,,
170318286013,789,,
170318286014,1388,,
170318286021,1956,,
170318286022,2710,,
170318287011,879,,
170318287012,1143,,
170318287013,957,,
170318287014,801,,
170318287021,1350,,
170318287022,1723,,
170318287023,1669,,
170318288011,972,,
170318288012,845,,
170318288013,1511,,
170318288014,853,,
170318288015,941,,
170318288021,1061,,
170318288022,1062,,
170318288023,859,,
170318289001,1789,,
170318289002,691,,
170318289003,919,,
170318290001,425,,
170318290002,457,,
170318291001,1754,,
170318291002,1758,,
170318292001,1066,,
170318292002,1570,,
170318292003,1628,,
170318292004,1283,,
170318293011,1548,,
170318293012,2383,,
170318293021,990,,
170318293022,1283,,
170318293023,1360,,
170318294011,1049,,
170318294021,888,,
170318294022,966,,
170318294023,1234,,
170318295001,2352,,
170318295002,790,,
170318295003,859,,
170318296001,1299,,
170318296002,792,,
170318296003,944,,
170318297001,632,,
170318297002,967,,
170318297003,1745,,
170318298001,2262,,
170318298002,835,,
170318298003,768,,
170318298004,1360,,
170318298005,1666,,
170318299021,1194,,
170318299022,1912,,
170318299023,2231,,
170318299024,1120,,
170318299031,2122,,
170318299032,841,,
170318299033,1566,,
170318299041,2201,,
170318299042,586,,
170318299043,1381,,
170318300011,780,,
170318300012,1652,,
170318300031,1730,,
170318300032,1447,,
170318300033,2069,,
170318300034,2394,,
170318300041,1415,,
170318300042,1312,,
170318300043,2115,,
170318300044,2687,,
170318300051,1994,,
170318300052,1774,,
170318300061,1574,,
170318300062,952,,
170318300071,1148,,
170318300072,2254,,
170318300073,1236,,
170318300081,2215,,
170318300082,851,,
170318300083,1276,,
170318301001,2162,,
170318301002,1135,,
170318302011,1640,,
170318302012,2157,,
170318302013,1308,,
170318302021,2020,,
170318302022,1357,,
170318303001,1349,,
170318303002,1354,,
170318303003,1621,,
170318303004,1045,,
170318304001,624,,
170318304002,839,,
170318304003,2038,,
170318304004,590,,
170318305001,1541,87,88
170318305002,1804,82,84
170318305003,1065,86,87
170318306001,1080,77,81
170318306002,1746,68,80
170318306003,1275,75,80
170318306004,834,67,80
170318307001,820,64,64
170318307002,749,66,66
170318307003,1257,66,66
170318307004,1180,66,66
170318308001,993,59,60
170318308002,535,60,60
170318308003,877,58,58
170318309001,1276,47,47
170318309002,1169,47,48
170318309003,631,46,48
170318310001,1122,45,45
170318310002,1511,49,50
170318311001,1177,37,37
170318311002,1374,39,39
170318311003,1834,41,41
170318311004,2312,42,42
170318312001,724,55,55
170318312002,2131,56,62
170318312003,1977,56,56
170318313001,1251,47,65
170318314001,591,65,75
170318314002,2229,75,75
170318315001,2598,57,57
170318315002,1823,44,62
170318316001,1398,51,54
170318316002,1334,49,53
170318316003,1187,46,46
170318316004,1840,39,58
170318316005,1257,45,57
170318316006,729,42,50
170318317001,2237,41,41
170318318001,905,48,48
170318318002,763,45,45
170318318003,1295,52,52
170318318004,1096,46,46
170318318005,1809,48,48
170318319001,1546,58,59
170318319002,1494,56,57
170318320001,2062,63,63
170318321001,1544,65,65
170318321002,1004,63,63
170318321003,862,62,62
170318322001,880,53,53
170318322002,1709,48,48
170318322003,700,47,47
170318323001,2054,50,51
170318324001,1905,45,45
170318324002,1696,39,39
170318325001,1302,55,55
170318325002,2032,60,60
170318326001,866,60,60
170318326002,1170,60,61
170318326003,2111,63,63
170318329001,1171,64,64
170318329002,824,67,67
170318330001,3065,57,57
170318330002,2572,63,63
170318331001,1972,65,65
170318331002,2371,63,63
170318331003,2578,62,62
170318331004,2572,59,59
170318333001,2912,64,64
170318339001,1257,,
170318339002,1076,,
170318340001,2801,,
170318340002,808,89,89
170318342001,1411,,
170318342002,1064,,
170318342003,1459,,
170318342004,759,,
170318343001,1253,,
170318343002,1647,,
170318343003,551,,
170318343004,611,,
170318343005,1089,,
170318343006,1089,,
170318344001,799,86,
170318344002,1360,84,
170318344003,1606,87,
170318345001,1765,81,86
170318346001,1196,81,81
170318346002,1161,81,82
170318347001,480,87,87
170318347002,589,89,89
170318347003,690,85,85
170318348001,484,88,88
170318348002,829,85,85
170318348003,440,86,86
170318349001,579,,
170318349002,1373,,
170318350001,1137,,
170318350002,1065,,
170318350003,1553,,
170318350004,1618,,
170318350005,1025,,
170318351001,1477,,
170318351002,1376,,
170318351003,1180,,
170318351004,1552,,
170318352001,2038,,
170318355001,704,79,79
170318355002,880,76,76
170318356001,420,77,77
170318356002,478,76,76
170318358001,1698,76,76
170318360001,819,79,79
170318360002,731,81,82
170318360003,788,82,84
170318361001,696,81,81
170318361002,1197,80,80
170318362001,2178,84,87
170318363001,639,85,86
170318363002,853,85,87
170318364001,1385,72,85
170318364002,1036,73,86
170318364003,1200,75,86
170318365001,764,76,82
170318365002,763,70,83
170318366001,1399,50,61
170318366002,1530,50,58
170318367001,1435,53,61
170318367002,1046,59,62
170318368001,897,64,64
170318368002,1748,64,64
170318369001,627,65,67
170318369002,812,66,67
170318370001,1090,70,70
170318370002,952,66,66
170318371001,642,64,65
170318371002,1010,63,63
170318373001,1275,68,73
170318373002,1214,68,70
170318374001,873,67,67
170318374002,1117,69,69
170318378001,1605,61,61
170318378002,1232,62,62
