trctid,workers,lat,lon
17031020901,35,41.9947762771429,-87.6868348457143
17031081402,35,41.8918964714286,-87.61489964
17031120300,35,41.99149912,-87.7380383971429
17031151001,35,41.9424513742857,-87.75438082
17031190401,35,41.9339523228571,-87.7805675485715
17031200401,35,41.9198812342857,-87.7359848742857
17031221300,35,41.9214789914286,-87.6995016514286
17031242000,35,41.8999491228572,-87.6644735085714
17031242600,35,41.9017527514286,-87.69400828
17031250400,35,41.9116346057143,-87.7755765628571
17031320101,35,41.8864253857143,-87.6174977028572
17031620300,35,41.7895022114286,-87.7322921
17031770400,35,42.0204589057143,-87.9792143542857
17031802702,35,42.0728410142857,-87.91253404
17031803100,35,42.1003747771429,-87.9861262285714
17031804706,35,42.0542127857143,-88.1072266942857
17031805106,35,42.0605820457143,-87.9996621714286
17031818500,35,41.8418343342857,-87.8952724457143
17031842100,35,41.8990458742857,-87.7304330771429
17043840104,35,41.9411047285714,-87.9944938342857
17043841208,35,41.9086735228571,-88.0913062857143
17089850105,35,42.1342795028572,-88.3260313685714
17093890105,35,41.6884479457143,-88.2821742657143
17031020200,34,42.0157345264706,-87.6988952588235
17031080202,34,41.9058956117647,-87.6308213705883
17031140701,34,41.9669392823529,-87.7131094588235
17031160501,34,41.9592999941177,-87.7129485352941
17031190601,34,41.9284317941177,-87.7785825264706
17031200200,34,41.927224067647,-87.7366121911765
17031210400,34,41.9363823117647,-87.7300418882353
17031230600,34,41.9060462411765,-87.7321523705883
17031760802,34,41.9617044147059,-87.8410396117647
17031803015,34,42.1181880088235,-87.9509471323529
17031803611,34,42.1487737823529,-88.0170543676471
17031804705,34,42.0574242,-88.1215905058824
17031805502,34,42.0173275882353,-87.822982232353
17031806900,34,42.0551894441176,-87.7554577794118
17031807900,34,42.0039533705882,-87.74924875
17031808302,34,42.0333808058824,-87.7663304882353
17031816700,34,41.90395165,-87.8936588558824
17043840907,34,41.9438559264706,-88.0527724911765
17043843500,34,41.8837496911765,-88.020424067647
17093890701,34,41.5563620470588,-88.2641235617647
17097864408,34,42.2041654117647,-88.1017139205882
17031071400,33,41.9225088545455,-87.6378967909091
17031071500,33,41.9144106606061,-87.6355859606061
17031120100,33,42.0078462242424,-87.7773636030303
17031220702,33,41.9291614484849,-87.7227503
17031221100,33,41.9201983878788,-87.7102271757576
17031802300,33,42.0866443606061,-87.8234500030303
17031804806,33,42.0092311787879,-88.1357868818182
17031807400,33,42.0298349909091,-87.7414855909091
17031808301,33,42.0347245757576,-87.7814058818182
17031815200,33,41.8391368666667,-87.7835894666667
17031816000,33,41.8767278424243,-87.8111505060606
17031817400,33,41.8940921848485,-87.8392652030303
17043840303,33,41.9353027878788,-88.0059398636364
17043840600,33,41.9088648424242,-87.948702069697
17043841310,33,41.9346166545455,-88.2505438060606
17089851801,33,41.9939493757576,-88.2974909242424
17097864207,33,42.2998655060606,-88.1417386787879
17111871107,33,42.1706685212121,-88.3635658121212
17031110200,32,41.98065395,-87.772848125
17031140301,32,41.969239425,-87.723115146875
17031190602,32,41.92675130625,-87.771522025
17031221500,32,41.92169891875,-87.689863346875
17031802404,32,42.147140403125,-87.9431473125
17031802609,32,42.104311534375,-87.8980992
17031817102,32,41.87786074375,-87.865194896875
17031830600,32,42.002175721875,-87.672011725
17031832000,32,41.946290359375,-87.65288385625
17043841205,32,41.924434890625,-88.13337475
17043843900,32,41.88404140625,-87.95141964375
17043844100,32,41.87396504375,-87.949071034375
17043846404,32,41.784912515625,-88.160599621875
17089850711,32,42.041224053125,-88.394467290625
17089851000,32,42.058653590625,-88.299982390625
17031030604,31,41.9855244870968,-87.6548740774194
17031081000,31,41.9012142967742,-87.6325553064516
17031160602,31,41.9559818064516,-87.7020784
17031170700,31,41.9404772516129,-87.8218172129032
17031200402,31,41.9195562967742,-87.7301008354839
17031220701,31,41.9262993677419,-87.7218414322581
17031650400,31,41.7664528,-87.7177700645161
17031801601,31,42.1445654483871,-87.8693185580645
17031801603,31,42.0882044645161,-87.8724037870968
17031803500,31,42.0743702967742,-87.9923406096774
17031812801,31,41.8838870129032,-87.8022803967742
17031816402,31,41.895314916129,-87.8515536709677
17031816500,31,41.9005151645161,-87.8805612
